# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-T" "6" "-p" "--donotsort" "-a" "consensus_peaks.mLb.clN.saf" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "UBR-18_R1.mLb.clN.bam" "UVR-11_R1.mLb.clN.bam" "UVR-14_R1.mLb.clN.bam" "PDR-4_R1.mLb.clN.bam" "DME-4_R1.mLb.clN.bam" 
Geneid	Chr	Start	End	Strand	Length	UBR-18_R1.mLb.clN.bam	UVR-11_R1.mLb.clN.bam	UVR-14_R1.mLb.clN.bam	PDR-4_R1.mLb.clN.bam	DME-4_R1.mLb.clN.bam
Interval_14612	chr7	80134948	80135218	+	271	9	14	7	9	4
Interval_14613	chr7	82334182	82334397	+	216	1	2	8	2	1
Interval_14614	chr7	86978845	86979150	+	306	17	5	13	21	4
Interval_14615	chr7	87059652	87059891	+	240	26	14	7	23	8
Interval_14616	chr7	87152037	87152868	+	832	73	74	29	83	34
Interval_14617	chr7	87219531	87220736	+	1206	76	76	57	79	42
Interval_14618	chr7	87345184	87345884	+	701	92	77	60	107	61
Interval_14619	chr7	87474701	87474949	+	249	12	16	4	13	6
Interval_14620	chr7	87627672	87628571	+	900	72	65	31	88	41
Interval_14621	chr7	87876206	87877019	+	814	117	88	65	110	65
Interval_14622	chr7	87933898	87934519	+	622	67	53	35	76	40
Interval_14623	chr7	88219861	88220336	+	476	77	72	62	92	31
Interval_14624	chr7	89622080	89622290	+	211	4	8	1	12	1
Interval_14625	chr7	90211968	90212212	+	245	9	12	1	6	2
Interval_14626	chr7	90244994	90245473	+	480	32	27	14	22	10
Interval_14627	chr7	90346206	90346950	+	745	71	56	41	58	33
Interval_14628	chr7	90403400	90403994	+	595	40	20	10	36	24
Interval_14629	chr7	90926813	90927282	+	470	12	6	5	11	18
Interval_14630	chr7	91212581	91212859	+	279	3	3	12	2	2
Interval_14631	chr7	91264258	91264895	+	638	29	43	15	19	17
Interval_14632	chr7	91359606	91359804	+	199	8	5	3	1	1
Interval_14633	chr7	91880632	91881048	+	417	31	30	17	33	10
Interval_14634	chr7	91940545	91941353	+	809	69	54	48	57	25
Interval_14635	chr7	92133858	92135051	+	1194	131	106	93	131	74
Interval_14636	chr7	92178982	92179278	+	297	27	13	11	23	13
Interval_14637	chr7	92245532	92246551	+	1020	43	61	37	47	33
Interval_14638	chr7	92424530	92424807	+	278	27	24	18	13	17
Interval_14639	chr7	92447268	92447731	+	464	24	35	27	21	11
Interval_14640	chr7	92448114	92448377	+	264	12	14	14	13	9
Interval_14641	chr7	92528280	92528995	+	716	110	117	81	183	76
Interval_14642	chr7	92589815	92590525	+	711	75	69	47	84	34
Interval_14643	chr7	92718086	92718455	+	370	24	12	14	17	13
Interval_14644	chr7	92832960	92833561	+	602	44	33	27	48	31
Interval_14645	chr7	92833794	92834061	+	268	14	26	11	11	7
Interval_14646	chr7	92835582	92835811	+	230	22	10	14	8	7
Interval_14647	chr7	92904430	92904706	+	277	20	17	16	32	15
Interval_14648	chr7	93117949	93118151	+	203	31	23	17	45	19
Interval_14649	chr7	93231870	93232604	+	735	129	100	94	149	82
Interval_14650	chr7	94003964	94004712	+	749	69	58	37	63	34
Interval_14651	chr7	94510015	94510675	+	661	38	43	24	36	23
Interval_14652	chr7	94657861	94658631	+	771	173	135	92	187	75
Interval_14653	chr7	95434799	95435283	+	485	27	21	17	19	21
Interval_14654	chr7	95511888	95512121	+	234	7	6	11	10	4
Interval_14655	chr7	95605273	95605524	+	252	2	3	3	14	4
Interval_14656	chr7	95764334	95764726	+	393	4	8	3	11	5
Interval_14657	chr7	96075100	96075285	+	186	3	2	2	8	1
Interval_14658	chr7	96285736	96286105	+	370	19	16	13	27	14
Interval_14659	chr7	96321457	96322354	+	898	56	64	38	58	43
Interval_14660	chr7	96528483	96528663	+	181	3	4	3	5	0
Interval_14661	chr7	96709419	96709895	+	477	17	24	21	30	18
Interval_14662	chr7	97117298	97117969	+	672	84	72	52	77	52
Interval_14663	chr7	97272119	97272423	+	305	2	2	2	10	5
Interval_14664	chr7	97871931	97872601	+	671	60	25	28	36	24
Interval_14665	chr7	97971955	97972519	+	565	29	27	16	22	12
Interval_14666	chr7	98106712	98106924	+	213	47	56	28	26	23
Interval_14667	chr7	98137843	98138066	+	224	11	20	6	6	3
Interval_14668	chr7	98251365	98251610	+	246	8	15	15	13	7
Interval_14669	chr7	98251944	98252430	+	487	38	49	34	38	21
Interval_14670	chr7	98423321	98423633	+	313	2	3	1	9	0
Interval_14671	chr7	98878849	98879110	+	262	17	15	12	12	5
Interval_14672	chr7	99143477	99143928	+	452	16	7	9	11	8
Interval_14673	chr7	99325630	99326094	+	465	28	21	17	22	9
Interval_14674	chr7	99381020	99381239	+	220	12	35	13	42	15
Interval_14675	chr7	99408587	99409115	+	529	53	31	28	42	21
Interval_14676	chr7	99438663	99438896	+	234	17	21	7	15	12
Interval_14677	chr7	99465908	99466243	+	336	20	13	9	17	13
Interval_14678	chr7	99472672	99473287	+	616	56	37	30	50	31
Interval_14679	chr7	99499831	99500342	+	512	30	23	12	13	21
Interval_14680	chr7	99504550	99505289	+	740	109	71	57	81	41
Interval_14681	chr7	99558253	99558902	+	650	44	59	30	57	28
Interval_14682	chr7	99595877	99596162	+	286	15	4	5	1	1
Interval_14683	chr7	99616872	99617290	+	419	25	22	14	16	11
Interval_14684	chr7	99624302	99624634	+	333	12	13	10	13	5
Interval_14685	chr7	99919424	99919702	+	279	28	16	14	17	20
Interval_14686	chr7	99979923	99980101	+	179	10	3	3	3	1
Interval_14687	chr7	100015529	100015786	+	258	13	17	11	16	2
Interval_14688	chr7	100049624	100049956	+	333	10	17	15	10	11
Interval_14689	chr7	100081511	100081980	+	470	52	38	28	39	18
Interval_14690	chr7	100100523	100100868	+	346	32	31	18	22	8
Interval_14691	chr7	100101139	100102041	+	903	56	51	38	54	36
Interval_14692	chr7	100119268	100119890	+	623	42	35	26	43	24
Interval_14693	chr7	100126769	100127282	+	514	39	28	16	43	22
Interval_14694	chr7	100148520	100149020	+	501	63	65	58	84	45
Interval_14695	chr7	100158558	100158775	+	218	16	17	7	16	4
Interval_14696	chr7	100177338	100177691	+	354	49	46	31	45	22
Interval_14697	chr7	100217347	100218185	+	839	44	8	20	20	13
Interval_14698	chr7	100221145	100221470	+	326	26	26	9	10	3
Interval_14699	chr7	100335720	100336417	+	698	49	48	30	46	25
Interval_14700	chr7	100344770	100345523	+	754	49	50	36	90	35
Interval_14701	chr7	100369170	100369581	+	412	40	46	16	25	11
Interval_14702	chr7	100396725	100396922	+	198	8	8	9	15	3
Interval_14703	chr7	100428287	100430252	+	1966	202	159	124	198	106
Interval_14704	chr7	100436444	100436705	+	262	42	26	25	34	16
Interval_14705	chr7	100450624	100450854	+	231	5	16	8	5	5
Interval_14706	chr7	100478906	100479441	+	536	42	48	13	33	21
Interval_14707	chr7	100483247	100483527	+	281	16	18	11	22	7
Interval_14708	chr7	100516069	100516312	+	244	8	4	4	9	1
Interval_14709	chr7	100538787	100539257	+	471	143	99	59	121	63
Interval_14710	chr7	100585841	100586665	+	825	272	199	117	271	127
Interval_14711	chr7	100604504	100604786	+	283	23	18	8	8	6
Interval_14712	chr7	100611987	100612531	+	545	94	72	64	110	46
Interval_14713	chr7	100673202	100673764	+	563	91	49	37	61	31
Interval_14714	chr7	100675734	100676091	+	358	43	37	17	28	17
Interval_14715	chr7	100705415	100706286	+	872	45	36	27	30	23
Interval_14716	chr7	100852195	100852832	+	638	49	39	33	34	16
Interval_14717	chr7	100874770	100875182	+	413	51	44	39	34	15
Interval_14718	chr7	100889795	100890105	+	311	21	18	10	24	9
Interval_14719	chr7	100999854	101000675	+	822	29	57	22	32	22
Interval_14720	chr7	101002337	101002589	+	253	8	21	5	8	5
Interval_14721	chr7	101217432	101218149	+	718	54	38	26	35	30
Interval_14722	chr7	101244371	101245168	+	798	99	87	63	72	45
Interval_14723	chr7	101252074	101252562	+	489	76	64	46	72	29
Interval_14724	chr7	101321458	101321750	+	293	9	8	12	7	5
Interval_14725	chr7	101656495	101656679	+	185	6	2	2	9	4
Interval_14726	chr7	101856555	101857284	+	730	70	64	38	60	27
Interval_14727	chr7	102009445	102009655	+	211	5	2	1	7	0
Interval_14728	chr7	102363572	102364050	+	479	82	68	38	57	30
Interval_14729	chr7	102395984	102396291	+	308	34	25	19	26	13
Interval_14730	chr7	102425809	102426054	+	246	17	23	13	13	10
Interval_14731	chr7	102426171	102426431	+	261	9	12	7	14	5
Interval_14732	chr7	102464831	102465109	+	279	39	38	16	28	16
Interval_14733	chr7	102478735	102479011	+	277	16	21	8	11	12
Interval_14734	chr7	102512983	102513175	+	193	3	17	2	12	1
Interval_14735	chr7	102541545	102542037	+	493	17	26	9	11	8
Interval_14736	chr7	102572281	102572836	+	556	44	50	24	31	30
Interval_14737	chr7	102577503	102577853	+	351	17	21	9	8	6
Interval_14738	chr7	102578452	102578851	+	400	11	24	3	11	7
Interval_14739	chr7	102592646	102592942	+	297	22	25	12	13	9
Interval_14740	chr7	102613727	102614063	+	337	10	9	10	5	12
Interval_14741	chr7	102671445	102671925	+	481	15	28	4	21	5
Interval_14742	chr7	102748536	102749327	+	792	111	60	62	105	69
Interval_14743	chr7	102890707	102891003	+	297	16	11	0	2	4
Interval_14744	chr7	103074752	103075176	+	425	66	42	30	57	28
Interval_14745	chr7	103149020	103149681	+	662	42	31	25	34	5
Interval_14746	chr7	103280025	103280673	+	649	35	35	26	53	26
Interval_14747	chr7	103297129	103297711	+	583	48	48	30	51	27
Interval_14748	chr7	103344464	103344867	+	404	32	27	19	27	23
Interval_14749	chr7	104207430	104208263	+	834	32	37	20	30	20
Interval_14750	chr7	104370330	104370603	+	274	3	11	4	1	2
Interval_14751	chr7	104600903	104601211	+	309	4	8	5	9	1
Interval_14752	chr7	104944430	104945451	+	1022	76	64	46	83	33
Interval_14753	chr7	104983834	104984337	+	504	43	45	35	35	25
Interval_14754	chr7	105012450	105014142	+	1693	218	201	136	198	116
Interval_14755	chr7	105352161	105352584	+	424	39	36	15	38	22
Interval_14756	chr7	105521893	105522409	+	517	33	39	24	22	14
Interval_14757	chr7	105531742	105532513	+	772	72	47	32	50	28
Interval_14758	chr7	105691937	105692226	+	290	14	20	15	29	9
Interval_14759	chr7	105809152	105809414	+	263	24	21	15	27	18
Interval_14760	chr7	105849496	105849860	+	365	23	7	14	32	6
Interval_14761	chr7	106022310	106022752	+	443	33	23	15	36	19
Interval_14762	chr7	106071460	106071841	+	382	25	21	11	19	8
Interval_14763	chr7	106112374	106112693	+	320	40	27	24	52	23
Interval_14764	chr7	106284842	106285507	+	666	122	105	58	111	46
Interval_14765	chr7	106598824	106599009	+	186	25	17	15	20	10
Interval_14766	chr7	106660584	106661386	+	803	71	51	42	74	45
Interval_14767	chr7	106704319	106704574	+	256	3	6	2	14	0
Interval_14768	chr7	106865176	106865539	+	364	18	31	18	16	15
Interval_14769	chr7	107027247	107027466	+	220	5	4	11	3	2
Interval_14770	chr7	107168305	107169004	+	700	277	199	123	267	120
Interval_14771	chr7	107563653	107563904	+	252	11	9	4	16	8
Interval_14772	chr7	107580194	107580534	+	341	22	23	22	11	8
Interval_14773	chr7	107743401	107744446	+	1046	164	107	67	117	67
Interval_14774	chr7	107890663	107891653	+	991	76	52	39	67	32
Interval_14775	chr7	108503299	108503496	+	198	11	4	4	2	2
Interval_14776	chr7	108525853	108526712	+	860	212	179	113	207	87
Interval_14777	chr7	108569352	108570041	+	690	159	122	116	173	61
Interval_14778	chr7	108673769	108674007	+	239	8	5	2	12	1
Interval_14779	chr7	108676394	108676619	+	226	4	13	3	0	0
Interval_14780	chr7	109853174	109853376	+	203	4	4	4	10	6
Interval_14781	chr7	110068376	110068588	+	213	2	11	2	3	3
Interval_14782	chr7	110909845	110910084	+	240	4	6	2	11	2
Interval_14783	chr7	111083507	111083726	+	220	23	14	11	24	2
Interval_14784	chr7	111562048	111562802	+	755	81	60	36	79	43
Interval_14785	chr7	112064931	112065139	+	209	6	1	5	10	2
Interval_14786	chr7	112080686	112081076	+	391	10	14	8	6	13
Interval_14787	chr7	112206016	112206895	+	880	178	120	98	164	91
Interval_14788	chr7	112391896	112392106	+	211	19	12	5	12	8
Interval_14789	chr7	112450064	112451507	+	1444	192	134	119	169	78
Interval_14790	chr7	112789959	112790761	+	803	27	48	22	38	32
Interval_14791	chr7	112800716	112801132	+	417	5	19	6	7	10
Interval_14792	chr7	112939597	112940367	+	771	172	117	82	172	93
Interval_14793	chr7	113012788	113013079	+	292	4	16	3	2	0
Interval_14794	chr7	113118355	113118898	+	544	67	32	40	51	25
Interval_14795	chr7	113710321	113710542	+	222	9	6	16	10	4
Interval_14796	chr7	113945386	113945634	+	249	4	5	2	11	1
Interval_14797	chr7	113947316	113947516	+	201	3	1	6	4	4
Interval_14798	chr7	114051979	114052189	+	211	11	8	6	1	6
Interval_14799	chr7	114922397	114922832	+	436	20	15	8	26	9
Interval_14800	chr7	115699347	115699534	+	188	2	3	2	8	1
Interval_14801	chr7	116210580	116211610	+	1031	49	46	37	45	38
Interval_14802	chr7	116526253	116526540	+	288	27	15	15	24	6
Interval_14803	chr7	116862284	116863062	+	779	83	85	42	97	32
Interval_14804	chr7	116953488	116953760	+	273	11	13	9	17	8
Interval_14805	chr7	117580576	117580767	+	192	2	1	0	10	0
Interval_14806	chr7	118183730	118184386	+	657	101	73	40	75	52
Interval_14807	chr7	118785671	118785858	+	188	8	3	1	7	3
Interval_14808	chr7	120577791	120578014	+	224	2	1	1	9	5
Interval_14809	chr7	120857956	120858189	+	234	3	4	2	7	7
Interval_14810	chr7	120937558	120937825	+	268	6	11	7	1	4
Interval_14811	chr7	120950479	120951319	+	841	146	116	82	175	77
Interval_14812	chr7	120987732	120988068	+	337	20	26	16	34	19
Interval_14813	chr7	120996227	120996596	+	370	21	13	8	6	3
Interval_14814	chr7	121395718	121396573	+	856	59	63	36	59	29
Interval_14815	chr7	121438450	121438866	+	417	34	23	24	50	18
Interval_14816	chr7	121530287	121531034	+	748	57	23	21	67	27
Interval_14817	chr7	121844029	121844219	+	191	3	2	1	8	3
Interval_14818	chr7	121994789	121995159	+	371	10	7	7	9	6
Interval_14819	chr7	122053291	122053486	+	196	4	4	2	9	1
Interval_14820	chr7	122144048	122144626	+	579	45	40	25	43	28
Interval_14821	chr7	122239025	122239269	+	245	0	1	0	10	0
Interval_14822	chr7	123534373	123535309	+	937	79	81	57	74	37
Interval_14823	chr7	123557479	123558235	+	757	64	55	48	74	37
Interval_14824	chr7	123748592	123749467	+	876	64	76	39	64	38
Interval_14825	chr7	124764918	124765113	+	196	1	7	8	4	2
Interval_14826	chr7	124929580	124930154	+	575	100	78	79	104	48
Interval_14827	chr7	127253845	127254066	+	222	8	5	9	11	9
Interval_14828	chr7	127392188	127393095	+	908	62	48	33	79	31
Interval_14829	chr7	127413930	127414217	+	288	10	10	15	16	4
Interval_14830	chr7	127585382	127585918	+	537	46	36	22	35	29
Interval_14831	chr7	127588199	127588595	+	397	29	34	13	34	10
Interval_14832	chr7	127651569	127652377	+	809	160	112	81	189	90
Interval_14833	chr7	128237006	128237220	+	215	7	19	5	6	5
Interval_14834	chr7	128343666	128344028	+	363	30	19	14	33	15
Interval_14835	chr7	128409615	128410190	+	576	40	37	31	43	18
Interval_14836	chr7	128455644	128456059	+	416	35	38	32	28	13
Interval_14837	chr7	128476511	128477035	+	525	27	26	18	42	18
Interval_14838	chr7	128531056	128531727	+	672	22	31	24	26	7
Interval_14839	chr7	128704637	128704813	+	177	10	5	2	8	0
Interval_14840	chr7	128738868	128739597	+	730	61	45	31	85	40
Interval_14841	chr7	128862534	128863131	+	598	85	58	41	46	29
Interval_14842	chr7	129054663	129055282	+	620	40	26	23	36	28
Interval_14843	chr7	129218724	129218956	+	233	17	12	4	5	4
Interval_14844	chr7	129224520	129225466	+	947	125	101	76	115	57
Interval_14845	chr7	129434081	129434636	+	556	32	24	25	32	25
Interval_14846	chr7	129502357	129502898	+	542	40	30	20	51	32
Interval_14847	chr7	129611522	129611837	+	316	45	23	19	41	15
Interval_14848	chr7	129825630	129825930	+	301	30	12	11	26	6
Interval_14849	chr7	130051138	130051495	+	358	14	4	9	27	5
Interval_14850	chr7	130070282	130070687	+	406	78	52	33	70	38
Interval_14851	chr7	130423501	130423684	+	184	3	2	1	10	2
Interval_14852	chr7	130440863	130441140	+	278	31	20	14	14	11
Interval_14853	chr7	130486242	130486599	+	358	18	11	15	14	5
Interval_14854	chr7	130668468	130669070	+	603	38	32	19	31	17
Interval_14855	chr7	130912983	130913165	+	183	12	6	9	15	2
Interval_14856	chr7	130913292	130913814	+	523	25	29	17	33	17
Interval_14857	chr7	130961178	130961528	+	351	31	14	20	33	8
Interval_14858	chr7	131106078	131106569	+	492	61	47	29	68	26
Interval_14859	chr7	131107995	131108879	+	885	46	34	27	76	27
Interval_14860	chr7	131188447	131188910	+	464	23	23	23	21	24
Interval_14861	chr7	131231505	131231848	+	344	20	6	15	24	12
Interval_14862	chr7	131327605	131328152	+	548	43	36	20	33	18
Interval_14863	chr7	132180555	132180770	+	216	15	8	4	5	3
Interval_14864	chr7	132261257	132261429	+	173	12	1	5	3	1
Interval_14865	chr7	132431175	132431488	+	314	30	27	7	22	9
Interval_14866	chr7	132485724	132485907	+	184	21	16	12	32	12
Interval_14867	chr7	132666072	132666353	+	282	9	16	3	5	2
Interval_14868	chr7	132882854	132883123	+	270	5	6	14	10	9
Interval_14869	chr7	133081720	133082379	+	660	138	115	66	138	49
Interval_14870	chr7	133252857	133253259	+	403	73	57	57	70	47
Interval_14871	chr7	133484143	133484363	+	221	14	8	7	12	4
Interval_14872	chr7	134293142	134293491	+	350	12	24	8	8	7
Interval_14873	chr7	134316781	134317290	+	510	77	63	55	94	39
Interval_14874	chr7	134432388	134433120	+	733	73	68	29	54	45
Interval_14875	chr7	134458613	134459450	+	838	68	67	53	99	54
Interval_14876	chr7	134575020	134575400	+	381	4	3	11	4	4
Interval_14877	chr7	134646551	134647142	+	592	150	123	96	164	80
Interval_14878	chr7	134986258	134986901	+	644	55	31	21	40	29
Interval_14879	chr7	135147868	135148541	+	674	53	31	24	45	29
Interval_14880	chr7	135170247	135170993	+	747	35	44	28	39	29
Interval_14881	chr7	135211173	135211997	+	825	89	88	61	86	40
Interval_14882	chr7	135509871	135510526	+	656	119	81	77	113	63
Interval_14883	chr7	135557653	135558533	+	881	49	44	42	59	27
Interval_14884	chr7	135662163	135662860	+	698	47	42	30	63	32
Interval_14885	chr7	135858246	135858440	+	195	13	5	4	6	3
Interval_14886	chr7	135933899	135934122	+	224	1	7	5	12	6
Interval_14887	chr7	135977268	135977533	+	266	56	38	41	59	33
Interval_14888	chr7	135980660	135981166	+	507	76	53	51	94	52
Interval_14889	chr7	136483088	136483296	+	209	5	3	2	8	1
Interval_14890	chr7	137462994	137463326	+	333	2	8	3	5	9
Interval_14891	chr7	137548305	137548693	+	389	10	10	3	11	4
Interval_14892	chr7	137899316	137899556	+	241	21	8	12	6	5
Interval_14893	chr7	138001701	138002493	+	793	149	139	92	189	82
Interval_14894	chr7	138441942	138442190	+	249	5	7	7	13	3
Interval_14895	chr7	138459711	138460547	+	837	192	157	109	212	88
Interval_14896	chr7	138752538	138752957	+	420	57	40	26	84	23
Interval_14897	chr7	138772699	138772956	+	258	2	15	5	10	3
Interval_14898	chr7	139035777	139036008	+	232	6	13	4	7	8
Interval_14899	chr7	139044292	139044682	+	391	9	9	4	19	10
Interval_14900	chr7	139094934	139095634	+	701	43	29	37	59	22
Interval_14901	chr7	139109266	139110066	+	801	54	45	39	71	30
Interval_14902	chr7	139133469	139133881	+	413	41	17	21	33	14
Interval_14903	chr7	139230826	139231527	+	702	40	57	26	35	20
Interval_14904	chr7	139340139	139341723	+	1585	132	129	83	127	91
Interval_14905	chr7	139359311	139360549	+	1239	121	126	95	143	86
Interval_14906	chr7	139767451	139767730	+	280	6	12	8	15	2
Interval_14907	chr7	139853939	139854129	+	191	4	0	1	11	1
Interval_14908	chr7	140062837	140063059	+	223	16	14	7	17	8
Interval_14909	chr7	140175295	140175752	+	458	89	53	40	75	44
Interval_14910	chr7	140177101	140177398	+	298	39	43	25	27	20
Interval_14911	chr7	140229993	140230369	+	377	13	20	13	24	3
Interval_14912	chr7	140230647	140230851	+	205	20	9	6	10	5
Interval_14913	chr7	140252823	140253212	+	390	17	35	22	24	11
Interval_14914	chr7	140304446	140304692	+	247	11	8	4	12	5
Interval_14915	chr7	140479104	140479695	+	592	53	32	21	30	18
Interval_14916	chr7	140656760	140656955	+	196	5	7	9	11	4
Interval_14917	chr7	140673095	140673410	+	316	13	9	9	19	10
Interval_14918	chr7	140696631	140697422	+	792	79	63	36	62	40
Interval_14919	chr7	140924249	140924713	+	465	23	32	13	14	14
Interval_14920	chr7	140924988	140925256	+	269	22	10	9	14	7
Interval_14921	chr7	141014659	141015327	+	669	85	62	49	66	41
Interval_14922	chr7	141266491	141266681	+	191	9	5	0	9	1
Interval_14923	chr7	141520008	141520236	+	229	4	4	2	12	5
Interval_14924	chr7	141738030	141738613	+	584	50	47	23	55	33
Interval_14925	chr7	142535222	142535470	+	249	12	11	11	13	6
Interval_14926	chr7	142535729	142535946	+	218	12	3	4	4	3
Interval_14927	chr7	142636832	142637048	+	217	11	5	5	4	1
Interval_14928	chr7	142785860	142786178	+	319	18	11	10	35	26
Interval_14929	chr7	142808390	142809422	+	1033	122	69	51	125	50
Interval_14930	chr7	142854029	142854663	+	635	42	51	35	39	18
Interval_14931	chr7	143215104	143215339	+	236	16	23	11	13	3
Interval_14932	chr7	143222755	143223002	+	248	4	14	4	2	2
Interval_14933	chr7	143263378	143263711	+	334	17	14	12	18	8
Interval_14934	chr7	143287997	143288611	+	615	97	68	43	74	37
Interval_14935	chr7	143375554	143375919	+	366	31	13	16	20	8
Interval_14936	chr7	143380288	143381295	+	1008	64	65	62	62	42
Interval_14937	chr7	143620854	143621298	+	445	24	0	16	19	10
Interval_14938	chr7	143836248	143837488	+	1241	64	69	24	75	61
Interval_14939	chr7	143901636	143902285	+	650	54	44	30	50	19
Interval_14940	chr7	144136501	144136736	+	236	6	15	1	2	4
Interval_14941	chr7	144229651	144229919	+	269	9	10	3	10	1
Interval_14942	chr7	144238526	144239061	+	536	15	13	15	6	2
Interval_14943	chr7	144249584	144250035	+	452	15	21	9	8	4
Interval_14944	chr7	144255265	144255514	+	250	13	9	4	5	3
Interval_14945	chr7	144256026	144256390	+	365	19	17	13	5	1
Interval_14946	chr7	144261862	144262223	+	362	18	12	7	5	2
Interval_14947	chr7	144264151	144264403	+	253	10	5	4	3	3
Interval_14948	chr7	144282630	144282826	+	197	18	9	7	7	3
Interval_14949	chr7	144285361	144285730	+	370	20	19	13	6	6
Interval_14950	chr7	144292193	144292512	+	320	19	5	4	8	3
Interval_14951	chr7	144321492	144321871	+	380	18	18	5	2	4
Interval_14952	chr7	144331130	144331311	+	182	10	7	7	6	1
Interval_14953	chr7	144340549	144340759	+	211	15	13	2	5	4
Interval_14954	chr7	144351791	144352253	+	463	22	24	13	7	4
Interval_14955	chr7	144352470	144352709	+	240	7	13	9	4	1
Interval_14956	chr7	144375733	144375948	+	216	15	3	6	4	1
Interval_14957	chr7	144408636	144408825	+	190	16	3	4	0	2
Interval_14958	chr7	144835640	144836508	+	869	96	67	44	80	59
Interval_14959	chr7	145276733	145276946	+	214	3	15	1	1	3
Interval_14960	chr7	145669043	145669260	+	218	2	3	10	2	3
Interval_14961	chr7	147117012	147117260	+	249	6	7	5	3	13
Interval_14962	chr7	148575738	148576000	+	263	10	15	8	2	1
Interval_14963	chr7	148698589	148699392	+	804	38	38	19	45	15
Interval_14964	chr7	148708105	148708438	+	334	16	12	5	8	1
Interval_14965	chr7	148884281	148884948	+	668	76	70	38	57	31
Interval_14966	chr7	148912027	148912262	+	236	12	1	6	5	1
Interval_14967	chr7	148940992	148941263	+	272	10	18	3	10	9
Interval_14968	chr7	148941720	148941943	+	224	10	5	1	3	3
Interval_14969	chr7	148987164	148987691	+	528	40	27	26	34	26
Interval_14970	chr7	149028285	149029014	+	730	194	127	91	155	74
Interval_14971	chr7	149065590	149066008	+	419	20	10	20	22	9
Interval_14972	chr7	149090363	149091569	+	1207	89	102	59	80	38
Interval_14973	chr7	149125891	149126743	+	853	68	73	41	75	50
Interval_14974	chr7	149146949	149147349	+	401	24	16	11	15	9
Interval_14975	chr7	149147639	149147926	+	288	9	18	5	12	2
Interval_14976	chr7	149147957	149148135	+	179	13	10	7	6	6
Interval_14977	chr7	149195450	149195730	+	281	16	19	7	11	6
Interval_14978	chr7	149239523	149239733	+	211	25	19	14	22	9
Interval_14979	chr7	149261783	149262311	+	529	42	37	30	32	20
Interval_14980	chr7	149285037	149285298	+	262	37	37	21	60	22
Interval_14981	chr7	149460578	149460918	+	341	44	33	27	38	22
Interval_14982	chr7	149624506	149625056	+	551	59	44	37	42	27
Interval_14983	chr7	149714331	149714787	+	457	30	20	24	28	20
Interval_14984	chr7	149838109	149838615	+	507	76	60	43	79	24
Interval_14985	chr7	150170328	150170511	+	184	8	2	2	1	2
Interval_14986	chr7	150379060	150379509	+	450	65	59	30	60	35
Interval_14987	chr7	150665973	150666159	+	187	4	5	5	16	6
Interval_14988	chr7	150668524	150668907	+	384	13	16	5	26	7
Interval_14989	chr7	150737561	150737801	+	241	5	4	5	13	5
Interval_14990	chr7	151028025	151028751	+	727	130	121	73	102	63
Interval_14991	chr7	151057880	151058500	+	621	104	82	46	86	39
Interval_14992	chr7	151207198	151207484	+	287	5	6	4	15	1
Interval_14993	chr7	151227178	151227603	+	426	66	55	33	69	45
Interval_14994	chr7	151232239	151232746	+	508	27	23	19	38	7
Interval_14995	chr7	151341548	151341893	+	346	17	29	20	14	20
Interval_14996	chr7	151349755	151350497	+	743	93	60	49	89	48
Interval_14997	chr7	151408773	151409121	+	349	27	20	9	54	11
Interval_14998	chr7	151448550	151448853	+	304	22	17	13	11	9
Interval_14999	chr7	151519608	151520379	+	772	93	76	41	87	60
Interval_15000	chr7	151632445	151632643	+	199	21	13	11	23	11
Interval_15001	chr7	151632775	151633215	+	441	20	17	13	28	14
Interval_15002	chr7	151839074	151839309	+	236	21	14	9	17	6
Interval_15003	chr7	151876715	151877667	+	953	51	37	24	42	27
Interval_15004	chr7	151923427	151923780	+	354	10	21	8	5	3
Interval_15005	chr7	152025461	152025976	+	516	36	33	26	33	16
Interval_15006	chr7	152436429	152436778	+	350	26	23	15	27	9
Interval_15007	chr7	152463842	152464584	+	743	161	129	77	135	54
Interval_15008	chr7	152676081	152676429	+	349	35	33	20	27	16
Interval_15009	chr7	152759681	152759861	+	181	10	11	7	13	1
Interval_15010	chr7	152820489	152820685	+	197	11	4	4	2	1
Interval_15011	chr7	153256536	153256868	+	333	8	8	8	13	4
Interval_15012	chr7	153808310	153808519	+	210	12	8	3	0	6
Interval_15013	chr7	153828064	153828265	+	202	12	12	3	4	0
Interval_15014	chr7	153963679	153963879	+	201	4	5	7	3	4
Interval_15015	chr7	154138867	154139208	+	342	4	15	5	4	1
Interval_15016	chr7	154927748	154928736	+	989	52	38	30	48	36
Interval_15017	chr7	155003142	155003630	+	489	42	49	23	27	19
Interval_15018	chr7	155205346	155205943	+	598	103	64	41	91	51
Interval_15019	chr7	155297686	155297906	+	221	40	48	32	64	30
Interval_15020	chr7	155298852	155299473	+	622	134	101	73	141	49
Interval_15021	chr7	155590420	155590678	+	259	23	34	11	15	11
Interval_15022	chr7	155644007	155644950	+	944	40	41	34	44	21
Interval_15023	chr7	155714705	155714893	+	189	7	5	2	10	1
Interval_15024	chr7	156253333	156253527	+	195	12	7	4	5	2
