Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UBR.18_R1.mLb.clN.bam.raw	PDR.4_R1.mLb.clN.bam.raw	UBR.18_R1.mLb.clN.bam.pseudo	PDR.4_R1.mLb.clN.bam.pseudo
Interval_15506	chr8	94813396	94813580	+	185	3.54716995110939	2.34739501076697	3.71050921319091	0.632634195441951	0.526972551119099	1	11	2	8.08833347578635	1.58934730922941
Interval_15507	chr8	94822760	94823599	+	840	61.889579277421	0.0061578647667018	0.674713223826717	0.00912664010314892	0.992718095861547	1	89	82	65.4419708495441	65.1632396784059
Interval_15508	chr8	94895104	94896010	+	907	51.9379895594237	-0.0271346556209268	0.741113561763103	-0.0366133572787059	0.970793293103644	1	70	66	51.4712130277313	52.4484612045706
Interval_15509	chr8	94949441	94949685	+	245	15.7598182999542	-0.606787676757522	1.40558956826169	-0.431696200981302	0.665962228910161	1	22	31	16.1766669515727	24.6348832930559
Interval_15510	chr8	95024639	95025293	+	655	52.3890390296485	-0.112023528698766	0.752393045168783	-0.148889638757408	0.88164071715678	1	68	68	50.0006069412247	54.0378085138
Interval_15511	chr8	95133449	95133942	+	494	36.3005747170635	-0.112023513551504	0.914536765576538	-0.122492083170524	0.902509315494072	1	38	38	27.9415156436256	30.1975988753588
Interval_15512	chr8	95159893	95160095	+	203	5.78112898965701	1.00345062366295	2.43105460661311	0.412763506394837	0.679779891200669	1	13	6	9.55893956229296	4.76804192768824
Interval_15513	chr8	95268801	95269848	+	1048	61.5655145107387	0.244120194480226	0.679930867713723	0.35903678752089	0.719567569075587	1	96	75	70.5890921523173	59.600524096103
Interval_15514	chr8	95415294	95415474	+	181	4.34664367416107	1.8879673946777	3.09305257827826	0.610389686853831	0.541603698237879	1	8	2	5.88242434602644	1.58934730922941
Interval_15515	chr8	95755363	95755541	+	179	4.23159583008186	1.05789646942628	3.11593159585919	0.339512096745685	0.734223985804043	1	9	4	6.61772738927974	3.17869461845882
Interval_15516	chr8	96145465	96145877	+	413	7.78209086775671	0.718050026329136	1.99635317998678	0.359680858841766	0.719085807797792	1	16	9	11.7648486920529	7.15206289153236
Interval_15517	chr8	96235318	96235742	+	425	43.3941458192049	-0.16973900029098	0.829222537658828	-0.204696559225477	0.837809208829743	1	49	51	36.0298491194119	40.52835638535
Interval_15518	chr8	96261413	96262154	+	742	42.2555097726638	-0.0367354209370594	0.824658608714287	-0.0445462165178061	0.964469013063586	1	59	56	43.382879551945	44.5017246584235
Interval_15519	chr8	96316444	96316619	+	176	2.78974589301124	5.79001419003959	5.27600304288067	1.09742434622977	0.272455935466655	1	11	0	8.08833347578635	0
Interval_15520	chr8	96645088	96645883	+	796	50.2441217618618	0.0806214920718379	0.761408312191317	0.105884701783477	0.915673832035872	1	56	49	41.1769704221851	38.9390090761206
Interval_15521	chr8	97245625	97245829	+	205	3.48284785355966	0.887969264919764	3.86588505374769	0.229693654253621	0.818329826257757	1	2	1	1.47060608650661	0.794673654614706
Interval_15522	chr8	97259166	97259558	+	393	9.5997795895757	0.472938269896766	1.77353669934906	0.266663932057536	0.789727926615447	1	21	14	15.4413639083194	11.1254311646059
Interval_15523	chr8	97643620	97644531	+	912	52.8425126503354	0.53288133339528	0.738126278635512	0.721937897103943	0.470332660190646	1	86	55	63.2360617197842	43.7070510038088
Interval_15524	chr8	97775488	97776093	+	606	16.1224775544885	-0.459946435850097	1.38976276157878	-0.330953201917421	0.740679834835552	1	22	28	16.1766669515727	22.2508623292118
Interval_15525	chr8	98037056	98037335	+	280	7.41127614452441	2.97543075346338	2.25350463658083	1.32035705858494	0.186715833470751	1	17	2	12.5001517353062	1.58934730922941
Interval_15526	chr8	98045281	98046080	+	800	46.3554955164324	-0.384102987922731	0.789407942687164	-0.486570969396679	0.626562400613524	1	53	64	38.9710612924252	50.8591138953412
Interval_15527	chr8	98116869	98117683	+	815	44.2421430859132	0.373403136170661	0.816692193296631	0.457214038820912	0.647517208651256	1	56	40	41.1769704221851	31.7869461845882
Interval_15528	chr8	99012777	99013648	+	872	38.5694681129359	-0.0845427921715456	0.867537055552422	-0.0974515055356468	0.922367843830712	1	53	52	38.9710612924252	41.3230300399647
Interval_15529	chr8	99893533	99893776	+	244	13.1675370506113	0.303013591821505	1.55066421851218	0.195408901684879	0.845072848404676	1	20	15	14.7060608650661	11.9201048192206
Interval_15530	chr8	100150004	100150928	+	925	59.807103615823	0.238883544270409	0.686925096930534	0.347757776412362	0.7280221022155	1	88	69	64.7066678062908	54.8324821684147
Interval_15531	chr8	100158085	100158546	+	462	18.5970183156321	-0.609522679795369	1.30877358746004	-0.465720492555386	0.641415582034931	1	17	24	12.5001517353062	19.072167710753
Interval_15532	chr8	100258986	100259170	+	185	3.80001819350957	2.20989169504225	3.35962479800247	0.657779314034171	0.510679948505354	1	10	2	7.35303043253305	1.58934730922941
Interval_15533	chr8	100290624	100290864	+	241	3.89336778536345	-1.11201826668563	3.19316371486416	-0.34824968776552	0.727652674954361	1	5	10	3.67651521626652	7.94673654614706
Interval_15534	chr8	100309879	100310518	+	640	42.1150108343456	0.0638262545374173	0.826282580946334	0.0772450684659449	0.938428589274307	1	61	54	44.8534856384516	42.9123773491941
Interval_15535	chr8	100430832	100431033	+	202	14.9174463204634	-0.288901022768123	1.45077801572623	-0.19913523615362	0.84215695869478	1	23	26	16.911969994826	20.6615150199824
Interval_15536	chr8	100438101	100438351	+	251	10.0004966138514	1.73597038310372	1.81753447684301	0.955123770812337	0.33951510927068	1	18	5	13.2354547785595	3.97336827307353
Interval_15537	chr8	100442889	100443593	+	705	12.8454343743727	-0.800078592859198	1.56119242106159	-0.512479167888321	0.608315696380782	1	18	29	13.2354547785595	23.0455359838265
Interval_15538	chr8	100559332	100559884	+	553	33.8994850551783	-0.375057806001232	0.933007794914344	-0.401987859100003	0.687692961389605	1	40	48	29.4121217301322	38.1443354215059
Interval_15539	chr8	100671110	100671447	+	338	4.77593932511388	1.47293449652896	3.01080149986926	0.489216740656241	0.624688258842435	1	6	2	4.41181825951983	1.58934730922941
Interval_15540	chr8	100722042	100722778	+	737	103.222364759795	0.00268809850935414	0.591635458644553	0.0045435047377191	0.996374820190538	1	157	145	115.442577790769	115.227679919132
Interval_15541	chr8	100809607	100810030	+	424	29.2474865889005	-0.218938652191456	1.01463133278487	-0.21578148152643	0.829158083878423	1	39	42	28.6768186868789	33.3762934938177
Interval_15542	chr8	100847313	100847643	+	331	7.33304102320751	-2.19948159124169	2.12925658181389	-1.03298099910907	0.301612790727749	1	4	17	2.94121217301322	13.50945212845
Interval_15543	chr8	100882226	100882478	+	253	5.70259436551242	-0.112023181260625	2.60173210987417	-0.0430571544377958	0.965655973407697	1	4	4	2.94121217301322	3.17869461845882
Interval_15544	chr8	100908237	100908672	+	436	10.9116415582963	-0.49904597624108	1.69473732424668	-0.294468038852516	0.768400282602619	1	13	17	9.55893956229296	13.50945212845
Interval_15545	chr8	100950363	100950879	+	517	44.1236348427498	0.303013835855132	0.814077438411938	0.372217459368776	0.709730947835462	1	60	45	44.1181825951983	35.7603144576618
Interval_15546	chr8	100951749	100952686	+	938	86.0195198797054	0.0219937832958128	0.599172558114217	0.0367069269077243	0.970718685493212	1	124	113	91.1775773634098	89.7981229714618
Interval_15547	chr8	101137253	101137598	+	346	39.3774304004856	-0.145190368450271	0.875015703644105	-0.165928871728369	0.868212926083364	1	43	44	31.6180308598921	34.9656408030471
Interval_15548	chr8	101155909	101156105	+	197	15.2375857152018	-0.89629396613142	1.43985159307159	-0.622490519470403	0.533619375784044	1	18	31	13.2354547785595	24.6348832930559
Interval_15549	chr8	101205442	101206238	+	797	68.5343102521136	0.153870464805597	0.66435016490856	0.231610486356657	0.816840562030653	1	101	84	74.2656073685838	66.7525869876353
Interval_15550	chr8	101615079	101615284	+	206	4.31309950901501	-1.11201906372356	2.96020296977837	-0.3756563570392	0.707172387341646	1	5	10	3.67651521626652	7.94673654614706
Interval_15551	chr8	102097795	102098053	+	259	17.8056253816066	-0.387657643425523	1.3352429201941	-0.290327428487074	0.77156575716469	1	19	23	13.9707578218128	18.2774940561382
Interval_15552	chr8	102128881	102129062	+	182	4.41971747328147	0.887972445252039	2.9325552641894	0.302798196540547	0.762043657892386	1	8	4	5.88242434602644	3.17869461845882
Interval_15553	chr8	102197570	102197800	+	231	6.78209366918249	0.781059426321325	2.20497943614076	0.354225265560011	0.72317007037984	1	13	7	9.55893956229296	5.56271558230294
Interval_15554	chr8	102238652	102239785	+	1134	112.673990925445	-0.378538469401347	0.588336301424796	-0.643404917365504	0.519961393511416	1	138	166	101.471819968956	131.915826666041
Interval_15555	chr8	102287453	102287703	+	251	7.57590878392871	-1.35994841532452	2.02863084576504	-0.670377470678582	0.502617192773905	1	8	19	5.88242434602644	15.0987994376794
Interval_15556	chr8	102412358	102412958	+	601	39.2619415273624	-0.0662198460508668	0.856423319042774	-0.0773213953642469	0.938367870818113	1	64	62	47.0593947682115	49.2697665861118
Interval_15557	chr8	102528679	102529067	+	389	17.2994315004512	-0.951558081585407	1.34263776591459	-0.708722863115069	0.47849647399593	1	19	34	13.9707578218128	27.0189042569
Interval_15558	chr8	102600871	102601089	+	219	7.34509072007696	-0.112023318377372	2.07188129637283	-0.0540684056434542	0.956880664056513	1	10	10	7.35303043253305	7.94673654614706
Interval_15559	chr8	102655514	102656348	+	835	82.5602307681761	-0.112023539721121	0.607705330062698	-0.184338583486776	0.853747847283199	1	100	100	73.5303043253305	79.4673654614706
Interval_15560	chr8	102795392	102795631	+	240	5.00730925586209	-0.696982881613418	2.89857336218596	-0.240457216196794	0.809975826874071	1	2	3	1.47060608650661	2.38402096384412
Interval_15561	chr8	102862927	102863363	+	437	36.1698907390003	-0.139504240710533	0.899197300514371	-0.15514308220313	0.876708518655919	1	52	53	38.2357582491719	42.1177036945794
Interval_15562	chr8	102863958	102864630	+	673	49.1086031431937	0.151010800254172	0.763016038181152	0.197913009291582	0.843113125561467	1	66	55	48.5300008547181	43.7070510038088
Interval_15563	chr8	102899174	102899422	+	249	3.6417825844826	-0.112022828043397	3.61594098534323	-0.0309802700037051	0.975285274375833	1	2	2	1.47060608650661	1.58934730922941
Interval_15564	chr8	103020737	103021348	+	612	43.9857889603677	-0.364789505087214	0.824385930345129	-0.442498460562633	0.658128544038606	1	47	56	34.5592430329053	44.5017246584235
Interval_15565	chr8	103414717	103415666	+	950	97.8215555122882	-0.0346190510299503	0.584381664968906	-0.0592404811875683	0.952760566917465	1	134	127	98.5306077959429	100.923554136068
Interval_15566	chr8	103614197	103614520	+	324	7.84745006558497	-0.527059842706461	2.10664207298218	-0.250189554963341	0.802440762386915	1	6	8	4.41181825951983	6.35738923691765
Interval_15567	chr8	103697699	103697882	+	184	4.05294716764098	-3.28193095670864	3.37157796049611	-0.973410965180744	0.3303490913212	1	1	9	0.735303043253305	7.15206289153236
Interval_15568	chr8	104135943	104136131	+	189	3.54238798745876	2.47292403041346	3.5989667796091	0.687120549271103	0.492006765811366	1	12	2	8.82363651903966	1.58934730922941
Interval_15569	chr8	104329930	104330118	+	189	10.7469080239666	-0.453059893889643	1.6857019634697	-0.268766308462443	0.788109521593508	1	15	19	11.0295456487996	15.0987994376794
Interval_15570	chr8	104589074	104589447	+	374	15.6806026587	-0.387657607032768	1.43035057476844	-0.271022792503527	0.786373502205638	1	19	23	13.9707578218128	18.2774940561382
Interval_15571	chr8	104665427	104666122	+	696	18.2904206911264	-0.281948328904908	1.30014507139653	-0.216859129883142	0.828318129261887	1	32	36	23.5296973841058	28.6082515661294
Interval_15572	chr8	105665967	105666187	+	221	3.22686103383321	-0.112022527876783	4.29347121797691	-0.0260913657480084	0.979184463854728	1	1	1	0.735303043253305	0.794673654614706
Interval_15573	chr8	105768303	105768476	+	174	4.09766633316335	3.34738684679596	3.34916039653402	0.9994704494476	0.317566847178926	1	11	1	8.08833347578635	0.794673654614706
Interval_15574	chr8	106270056	106270342	+	287	21.3897918967251	0.451876928924834	1.32270667869888	0.341630488604879	0.732628989652811	1	34	23	25.0003034706124	18.2774940561382
Interval_15575	chr8	106475393	106475597	+	205	3.19825825031029	3.20988082975713	3.93956544079162	0.814780431496558	0.415198004020615	1	10	1	7.35303043253305	0.794673654614706
Interval_15576	chr8	106657573	106657866	+	294	13.5715933185234	0.139515057295044	1.53241814611338	0.0910424205357339	0.927458884284583	1	25	21	18.3825760813326	16.6881467469088
Interval_15577	chr8	107798480	107798705	+	226	3.06636864114582	-0.696980711850722	3.89811212040624	-0.178799554841457	0.858095094835783	1	4	6	2.94121217301322	4.76804192768824
Interval_15578	chr8	108248400	108248903	+	504	27.0989153528923	0.612341632531003	1.08375281252881	0.565019647886474	0.572060400235468	1	38	23	27.9415156436256	18.2774940561382
Interval_15579	chr8	108443355	108444091	+	737	84.1103552050697	-0.139504269982683	0.619364335211557	-0.225237815695398	0.821794272497022	1	104	106	76.4715164983437	84.2354073891589
Interval_15580	chr8	108896596	108896782	+	187	3.7440251910933	-1.52705324393476	3.51391400105794	-0.434573311548039	0.663872170477694	1	3	8	2.20590912975991	6.35738923691765
Interval_15581	chr8	109038676	109039002	+	327	6.64232705494048	1.79486281921697	2.25737051792024	0.795112191360863	0.426548243570933	1	15	4	11.0295456487996	3.17869461845882
Interval_15582	chr8	109213693	109213928	+	236	5.22752029146662	-0.764097932631032	2.58508757602748	-0.295579128427528	0.767551514883901	1	7	11	5.14712130277313	8.74141020076177
Interval_15583	chr8	109325936	109326130	+	195	8.02206625291484	1.2099019854083	2.00941031552366	0.602117932838918	0.547095638351484	1	15	6	11.0295456487996	4.76804192768824
Interval_15584	chr8	109333683	109334611	+	929	154.682983851749	-0.35191582511091	0.589791003138327	-0.596678862916417	0.55072180733309	1	199	235	146.325305607408	186.748308834456
Interval_15585	chr8	109539410	109540574	+	1165	145.898596708307	-0.222447512019349	0.583316114423784	-0.381349848767831	0.702943669183488	1	176	190	129.413335612582	150.987994376794
Interval_15586	chr8	109644576	109644806	+	231	12.5504798921335	0.303013549802935	1.58527366059699	0.191142739158881	0.848413763878101	1	20	15	14.7060608650661	11.9201048192206
Interval_15587	chr8	110244250	110244539	+	290	5.79948293244566	-1.43394700821001	2.45411235776527	-0.584303731519355	0.559015982087546	1	4	10	2.94121217301322	7.94673654614706
Interval_15588	chr8	111898522	111898802	+	281	6.91871975793652	-1.69698209610022	2.17549136646532	-0.780045428935639	0.435364135716716	1	5	15	3.67651521626652	11.9201048192206
Interval_15589	chr8	112175498	112175689	+	192	3.3951134902942	-1.91936642212526	3.64048915522226	-0.527227617028316	0.598035532589957	1	2	7	1.47060608650661	5.56271558230294
Interval_15590	chr8	113790472	113790841	+	370	5.26502619431156	-1.22749717977889	2.69305879121397	-0.455800364917234	0.648533541690414	1	6	13	4.41181825951983	10.3307575099912
Interval_15591	chr8	114311902	114312137	+	236	3.8864673579636	2.47292707854112	3.66128793954476	0.675425456662827	0.49940549652125	1	6	1	4.41181825951983	0.794673654614706
Interval_15592	chr8	115218781	115219234	+	454	38.2970601350077	-0.342321036193325	0.914016247690226	-0.37452401645856	0.708014492044884	1	52	61	38.2357582491719	48.4750929314971
Interval_15593	chr8	115427661	115427970	+	310	18.721837923467	0.449854959474153	1.28919277870515	0.34894312697437	0.727132007018386	1	31	21	22.7943943408525	16.6881467469088
Interval_15594	chr8	115667687	115667878	+	192	6.83246837676375	-1.11201903224147	2.44297997291379	-0.455189581810263	0.648972854941843	1	2	4	1.47060608650661	3.17869461845882
Interval_15595	chr8	115706562	115706769	+	208	3.54047624207912	1.20989762761553	3.5021834375958	0.345469518994159	0.729741421624631	1	10	4	7.35303043253305	3.17869461845882
Interval_15596	chr8	116437682	116437881	+	200	4.91193281524022	-0.571453189620525	2.68777871535271	-0.212611695433243	0.83162984837277	1	8	11	5.88242434602644	8.74141020076177
Interval_15597	chr8	116755585	116756166	+	582	25.6158762173187	0.0254799458110677	1.09347197874736	0.0233018735791077	0.981409477220688	1	33	30	24.2650004273591	23.8402096384412
Interval_15598	chr8	116766087	116766770	+	684	62.8164704150176	0.0167097496600879	0.672511560961975	0.0248467842488625	0.980177174128725	1	82	75	60.294849546771	59.600524096103
Interval_15599	chr8	116874709	116874970	+	262	18.5911549371188	-0.0416341988954671	1.31328142423098	-0.0317024197002154	0.974709365216373	1	21	20	15.4413639083194	15.8934730922941
Interval_15600	chr8	117439711	117440203	+	493	20.2629501897097	-0.781874343256902	1.24329002196382	-0.628875265983317	0.529430720026281	1	22	35	16.1766669515727	27.8135779115147
Interval_15601	chr8	117520325	117521097	+	773	66.2150371558312	0.154256469636368	0.673393589251868	0.229073267251839	0.818811970692287	1	89	74	65.4419708495441	58.8058504414883
Interval_15602	chr8	118279612	118279893	+	282	12.9843838803015	-0.474593042989078	1.56882727425229	-0.302514528385715	0.762259859922147	1	14	18	10.2942426055463	14.3041257830647
Interval_15603	chr8	118548649	118549083	+	435	10.7311578885554	0.402549017185893	1.72271643638515	0.233671084041306	0.815240337915446	1	20	14	14.7060608650661	11.1254311646059
Interval_15604	chr8	118885009	118885416	+	408	5.57204847820649	-1.0189111275546	2.47400730312843	-0.411846451005285	0.680451972150263	1	8	15	5.88242434602644	11.9201048192206
Interval_15605	chr8	119376368	119376871	+	504	8.63585178752976	2.05789553206564	2.18077553349871	0.943653072246311	0.345346962057145	1	9	2	6.61772738927974	1.58934730922941
Interval_15606	chr8	119417009	119417239	+	231	7.63725177351671	0.151010397698862	2.16090311816333	0.0698830023565398	0.944286782204378	1	6	5	4.41181825951983	3.97336827307353
Interval_15607	chr8	119638830	119639054	+	225	21.7584314196846	0.402549325944563	1.1994140875127	0.335621642379868	0.737156201499253	1	40	28	29.4121217301322	22.2508623292118
Interval_15608	chr8	119832596	119833123	+	528	25.5004964469164	0.143233408212168	1.09235261363507	0.131123784045817	0.895677386650988	1	37	31	27.2062126003723	24.6348832930559
Interval_15609	chr8	119855789	119856233	+	445	13.7260103923452	0.695330514086084	1.55938272600534	0.445901126445914	0.655668668537016	1	21	12	15.4413639083194	9.53608385537648
Interval_15610	chr8	119873553	119874231	+	679	81.3530557440791	-0.149498238407072	0.606051782500386	-0.246675684691971	0.805159225946123	1	114	117	83.8245469308768	92.9768175899206
Interval_15611	chr8	119946698	119946910	+	213	3.20445355514672	-1.11201373091549	4.165987374354	-0.266926812539351	0.789525511979567	1	3	6	2.20590912975991	4.76804192768824
Interval_15612	chr8	120100211	120100396	+	186	1.89368915791346	-1.91933972594812	6.55466337904542	-0.292820487484384	0.769659367561105	1	2	7	1.47060608650661	5.56271558230294
Interval_15613	chr8	120445027	120445494	+	468	21.576852067764	-0.112023471478938	1.26002443852774	-0.0889057926605221	0.929156779908053	1	25	25	18.3825760813326	19.8668413653677
Interval_15614	chr8	120633696	120634021	+	326	5.77176689814277	3.05789075518451	2.55586345655548	1.19642179919329	0.231531998658709	1	18	2	13.2354547785595	1.58934730922941
Interval_15615	chr8	120808822	120809174	+	353	9.32618535959975	0.328548494537174	1.82038056604308	0.180483411362346	0.85677307636574	1	19	14	13.9707578218128	11.1254311646059
Interval_15616	chr8	120809808	120810087	+	280	14.8612595927274	0.887975339507358	1.48649761016033	0.59736075822657	0.550266547439918	1	22	11	16.1766669515727	8.74141020076177
Interval_15617	chr8	120868771	120869034	+	264	11.1953665696177	-1.91937581512429	1.69516801158585	-1.13226288014289	0.257523931042465	1	8	28	5.88242434602644	22.2508623292118
Interval_15618	chr8	120890972	120891340	+	369	6.07588280558601	-0.112023226273982	2.44241293002327	-0.0458658013544475	0.963417212042724	1	5	5	3.67651521626652	3.97336827307353
Interval_15619	chr8	121118800	121118985	+	186	3.45278624478986	-1.28194083533586	3.57227908589003	-0.358857974003022	0.719701340224808	1	4	9	2.94121217301322	7.15206289153236
Interval_15620	chr8	121356349	121356578	+	230	5.13003143915499	-0.375056771382319	2.79401146725978	-0.134235945620565	0.893216002628505	1	5	6	3.67651521626652	4.76804192768824
Interval_15621	chr8	121629428	121629668	+	241	4.90380360773205	-0.112023082619452	2.9206463147305	-0.0383555797408454	0.969404177131342	1	5	5	3.67651521626652	3.97336827307353
Interval_15622	chr8	122535950	122536161	+	212	4.87823835042768	0.110368532622574	2.73067564268008	0.0404180309435251	0.967759855380272	1	7	6	5.14712130277313	4.76804192768824
Interval_15623	chr8	122781318	122781618	+	301	13.0755887472163	-0.112023418316351	1.59273075812208	-0.070334184070403	0.943927674913914	1	13	13	9.55893956229296	10.3307575099912
Interval_15624	chr8	122782304	122782570	+	267	15.5069780577752	-0.323527328132622	1.44966073356017	-0.223174512934542	0.823399687444972	1	19	22	13.9707578218128	17.4828204015235
Interval_15625	chr8	123041596	123042540	+	945	71.7913014846256	-0.768539146090799	0.653257691252589	-1.17647163804098	0.239406459521857	1	59	93	43.382879551945	73.9046498791677
Interval_15626	chr8	123072494	123072817	+	324	22.1016139364043	-0.311332138194234	1.21484541530359	-0.256273048630168	0.797740006582194	1	27	31	19.8531821678392	24.6348832930559
Interval_15627	chr8	123085940	123086135	+	196	8.32529130724031	-0.942096646504006	2.01400333924511	-0.467773130335087	0.639946837607392	1	9	16	6.61772738927974	12.7147784738353
Interval_15628	chr8	123156625	123157393	+	769	38.8114228632472	-0.162649570854188	0.877582555704865	-0.18533819957662	0.852963778079276	1	56	58	41.1769704221851	46.091071967653
Interval_15629	chr8	123241186	123241440	+	255	15.657839999893	-0.0189141368337157	1.49764683590858	-0.0126292370004849	0.989923594643762	1	16	15	11.7648486920529	11.9201048192206
Interval_15630	chr8	123274209	123275172	+	964	88.6965071357932	0.310667453819725	0.598117294972401	0.51940891265159	0.603475617421093	1	126	94	92.6481834499164	74.6993235337824
Interval_15631	chr8	123396329	123396799	+	471	32.7389590981617	-0.145970826217108	0.951143636889744	-0.153468751254474	0.87802863124432	1	42	43	30.8827278166388	34.1709671484324
Interval_15632	chr8	123416157	123416968	+	812	74.3185153997264	0.084668333535045	0.628404936617651	0.134735309354454	0.892821154896891	1	102	89	75.0009104118371	70.7259552607089
Interval_15633	chr8	123534487	123534750	+	264	14.2377640912248	-0.0449093124549153	1.48257154249457	-0.0302914976901224	0.975834577323235	1	22	21	16.1766669515727	16.6881467469088
Interval_15634	chr8	123541211	123541745	+	535	27.5346069749916	-0.409005077289889	1.04367507277132	-0.39188928428063	0.695140020913507	1	35	43	25.7356065138657	34.1709671484324
Interval_15635	chr8	123768278	123768773	+	496	46.813028703497	-0.322241167394543	0.786173297213027	-0.409885668384926	0.681889818989916	1	51	59	37.5004552059185	46.8857456222677
Interval_15636	chr8	124195993	124196365	+	373	14.0260949211827	-1.69698403406293	1.55370123272216	-1.09222030485857	0.2747362797197	1	9	27	6.61772738927974	21.4561886745971
Interval_15637	chr8	124262072	124262343	+	272	8.97467590348271	0.373402645962552	1.8706490295587	0.199611279327283	0.841784605690174	1	14	10	10.2942426055463	7.94673654614706
Interval_15638	chr8	124372265	124373111	+	847	78.7411334049744	-0.0333115775076548	0.632801663537328	-0.0526414189897112	0.958017615121577	1	113	107	83.0892438876235	85.0300810437736
Interval_15639	chr8	124426159	124426429	+	271	13.7712087391902	0.540052493584216	1.55012926229023	0.348391909450388	0.727545877727706	1	22	14	16.1766669515727	11.1254311646059
Interval_15640	chr8	124450277	124451178	+	902	33.7737321764112	-0.440646115087312	0.932322359888949	-0.472632786732476	0.636475186844269	1	43	54	31.6180308598921	42.9123773491941
Interval_15641	chr8	124474316	124475100	+	785	94.2958358926332	0.00827067178621513	0.587819105226557	0.0140700969272298	0.988774057289526	1	125	115	91.9128804066631	91.3874702806912
Interval_15642	chr8	124538533	124539363	+	831	27.4069445281604	0.00345365646860125	1.04688152823655	0.00329899456189552	0.997367787947446	1	39	36	28.6768186868789	28.6082515661294
Interval_15643	chr8	124564534	124564887	+	354	15.3130858205204	-0.237554207420569	1.43406838843772	-0.165650543123234	0.86843196906619	1	22	24	16.1766669515727	19.072167710753
Interval_15644	chr8	124593041	124593268	+	228	9.31458564844221	1.16808231064684	1.85216486224746	0.630657850419135	0.528264264308604	1	17	7	12.5001517353062	5.56271558230294
Interval_15645	chr8	124637602	124637934	+	333	12.7834660076933	-0.256413162020731	1.57421980031306	-0.162882693998474	0.870610797039037	1	19	21	13.9707578218128	16.6881467469088
Interval_15646	chr8	124660540	124660775	+	236	7.08098069350978	1.40254662714442	2.12061496827781	0.661386743055695	0.508364325445924	1	20	7	14.7060608650661	5.56271558230294
Interval_15647	chr8	124687958	124688399	+	442	17.5659829306104	-0.542657445673133	1.32759246872138	-0.408753031113361	0.682720911821183	1	23	31	16.911969994826	24.6348832930559
Interval_15648	chr8	124847114	124847403	+	290	4.63159746559083	-0.626594177652369	2.90776897108401	-0.215489670563056	0.829385564601271	1	7	10	5.14712130277313	7.94673654614706
Interval_15649	chr8	124858821	124858998	+	178	3.46487425557604	1.15100423034762	3.5087286642213	0.328040250613984	0.742881229387373	1	12	5	8.82363651903966	3.97336827307353
Interval_15650	chr8	124973198	124973506	+	309	14.6901814401539	-0.112023439988269	1.46562418279428	-0.0764339462349013	0.939073863397927	1	20	20	14.7060608650661	15.8934730922941
Interval_15651	chr8	124998010	124998648	+	639	58.7978009006199	0.107757623479931	0.689813685771202	0.156212649448176	0.875865406322349	1	92	79	67.6478799793041	62.7792187145618
Interval_15652	chr8	125016859	125017227	+	369	6.83710702767449	-2.35994495555632	2.31659341532433	-1.01871348677123	0.30833900786921	1	4	19	2.94121217301322	15.0987994376794
Interval_15653	chr8	125091613	125092114	+	502	22.6633649540605	-0.218938602532833	1.2120391212094	-0.180636580702421	0.856652840928509	1	26	28	19.1178791245859	22.2508623292118
Interval_15654	chr8	125429644	125429846	+	203	14.1740140697019	-0.527060472563922	1.50416364921836	-0.35040101709532	0.726037763188363	1	15	20	11.0295456487996	15.8934730922941
Interval_15655	chr8	125430182	125430407	+	226	19.6215023126484	0.520244252557429	1.26056906752348	0.412705869087763	0.67982212427797	1	31	20	22.7943943408525	15.8934730922941
Interval_15656	chr8	125514674	125514983	+	310	10.6233393535321	-0.871014226990211	1.70312566466365	-0.511420997911054	0.609056294721332	1	13	22	9.55893956229296	17.4828204015235
Interval_15657	chr8	125942000	125942541	+	542	15.0426523251628	0.0399795015565879	1.43113309836512	0.027935557917191	0.977713548385526	1	30	27	22.0590912975991	21.4561886745971
Interval_15658	chr8	125971851	125972399	+	549	44.0231264073678	0.225011352353737	0.825518589349046	0.272569697711068	0.785184007915796	1	72	57	52.941819114238	45.2963983130383
Interval_15659	chr8	126033384	126033570	+	187	2.16155009991219	-2.11199112789698	5.76578797758015	-0.366297050135958	0.714143430526769	1	2	8	1.47060608650661	6.35738923691765
Interval_15660	chr8	126159217	126159430	+	214	3.65071391315616	1.62493280581964	3.49515338295177	0.464910299429356	0.641995694542616	1	10	3	7.35303043253305	2.38402096384412
Interval_15661	chr8	126308982	126309321	+	340	5.40784465348116	-5.13964394135327	3.401475201875	-1.51100438378035	0.130787333973286	1	0	6	0	4.76804192768824
Interval_15662	chr8	126393696	126393880	+	185	3.69715719673412	2.05789020147249	3.42970711554509	0.600019223841341	0.548493423860241	1	9	2	6.61772738927974	1.58934730922941
Interval_15663	chr8	126526996	126527234	+	239	3.79484788483275	2.11035838831515	3.4718903098027	0.607841319858711	0.543292721463612	1	14	3	10.2942426055463	2.38402096384412
Interval_15664	chr8	126556477	126556819	+	343	16.1457466177104	0.424028934681484	1.39577347582488	0.303794950990087	0.761284113587787	1	29	20	21.3237882543458	15.8934730922941
Interval_15665	chr8	126558435	126558618	+	184	14.3973555262292	0.225011168968863	1.52930585030829	0.147132876607713	0.883027140480429	1	24	19	17.6472730380793	15.0987994376794
