Geneid	Chr	Start	End	Strand	Length	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	UVR.11_R1.mLb.clN.bam.raw	UVR.14_R1.mLb.clN.bam.raw	DME.4_R1.mLb.clN.bam.raw	UVR.11_R1.mLb.clN.bam.pseudo	UVR.14_R1.mLb.clN.bam.pseudo	DME.4_R1.mLb.clN.bam.pseudo
Interval_15269	chr8	38996308	38996990	+	683	95.3671624528958	-0.143916649554955	0.530132853785572	-0.271472798803687	0.786027417852951	1	96	85	67	84.5852695563747	103.492775132205	103.689957745231
Interval_15270	chr8	40061809	40062174	+	366	7.99275823658239	1.60500990973035	1.94727009065672	0.824235896926375	0.409805534025702	1	9	9	2	7.92986902091013	10.9580585434099	3.09522261926063
Interval_15271	chr8	41045136	41045326	+	191	2.86961223767948	1.64425030864475	4.22620701477948	0.389060522329985	0.697231375915861	1	0	8	1	0	9.74049648303106	1.54761130963031
Interval_15272	chr8	41141693	41142041	+	349	7.04960962429245	-0.228494227945695	1.97871707373459	-0.115475947005622	0.908067884432903	1	18	2	7	15.8597380418203	2.43512412075777	10.8332791674122
Interval_15273	chr8	41490082	41490634	+	553	85.9818819381626	-0.256614250970508	0.538262823591605	-0.476745262208947	0.633543528005541	1	88	64	60	77.5364970933435	77.9239718642485	92.8566785778189
Interval_15274	chr8	41528884	41529439	+	556	64.5077738885957	0.252082156245983	0.606214201183766	0.415830173152884	0.677534278027587	1	72	57	36	63.438952167281	69.4010374415963	55.7140071466913
Interval_15275	chr8	41544900	41545288	+	389	15.1266783010573	0.614791167870642	1.38833326469076	0.442826793469926	0.657891021718612	1	33	7	8	29.0761864100038	8.52293442265218	12.3808904770425
Interval_15276	chr8	41577742	41578495	+	754	55.9948501565277	-0.346322550036286	0.644741112899355	-0.537149784785552	0.591164154223064	1	70	37	44	61.6767590515232	45.0497962340187	68.0948976237339
Interval_15277	chr8	41596682	41596959	+	278	4.97862563036183	0.324503950496921	2.53986061508098	0.127764472022641	0.898335366800047	1	2	5	2	1.76219311575781	6.08781030189442	3.09522261926063
Interval_15278	chr8	41828290	41829012	+	723	45.465442486775	0.464391277681604	0.735248573285749	0.631611259857721	0.527640927090217	1	49	49	24	43.1737313360662	59.6605409585653	37.1426714311276
Interval_15279	chr8	42052101	42052799	+	699	45.9781777561609	-0.339071624789705	0.716493294516764	-0.47323768049831	0.636043617752849	1	54	29	34	47.5792141254608	35.3092997509876	52.6187845274307
Interval_15280	chr8	42140042	42140878	+	837	48.2730650678344	-0.319250810290306	0.686941719356713	-0.464742206353792	0.642116079522218	1	53	37	37	46.6981175675819	45.0497962340187	57.2616184563216
Interval_15281	chr8	42152600	42153304	+	705	152.543899848122	0.0289573754152106	0.525391820794995	0.0551157712569523	0.956046231596887	1	152	142	97	133.926676797593	172.893812573801	150.118297034141
Interval_15282	chr8	42271075	42271794	+	720	27.4073328731866	-0.145232844745767	0.948787381482363	-0.153072066071177	0.87834144428839	1	26	25	19	22.9085105048515	30.4390515094721	29.404614882976
Interval_15283	chr8	42324211	42324585	+	375	6.26998698319302	1.05952632546962	2.19998759709462	0.481605590353721	0.630086154149871	1	19	2	3	16.7408345996992	2.43512412075777	4.64283392889094
Interval_15284	chr8	42338087	42338805	+	719	25.6978490832554	-0.519273589330878	0.977304133730822	-0.531332643962704	0.595188287994836	1	34	16	23	29.9572829678827	19.4809929660621	35.5950601214972
Interval_15285	chr8	42391553	42392517	+	965	48.5681850201055	-0.482061732756103	0.684861021379739	-0.70388256552392	0.481505909739675	1	51	34	39	44.9359244518241	41.397110052882	60.3568410755823
Interval_15286	chr8	42541765	42542000	+	236	8.73552074427633	0.817733709595869	1.72957459323754	0.472794705006146	0.636359652108405	1	11	10	4	9.69206213666793	12.1756206037888	6.19044523852126
Interval_15287	chr8	42843043	42843566	+	524	54.5760847675378	0.173757869329317	0.672536169990332	0.258362118028261	0.79612744975465	1	70	35	30	61.6767590515232	42.6146721132609	46.4283392889094
Interval_15288	chr8	42896860	42897175	+	316	22.590436572024	0.883431265941047	1.0770777640329	0.820211219135391	0.41209570733304	1	33	23	10	29.0761864100038	28.0039273887143	15.4761130963031
Interval_15289	chr8	43055962	43056813	+	852	37.1814159764528	0.0442654566129186	0.800395795037053	0.0553044592280366	0.955895909655273	1	41	36	25	36.124958873035	43.8322341736398	38.6902827407579
Interval_15290	chr8	43093135	43093967	+	833	37.7538760137869	-0.339622053935132	0.778473781417929	-0.436266528227241	0.662643363972248	1	46	33	33	40.5304416624295	40.1795479925031	51.0711732178004
Interval_15291	chr8	43140117	43140379	+	263	13.7615601838343	0.313368636549729	1.39768770785091	0.224205045797796	0.822597757433123	1	18	9	7	15.8597380418203	10.9580585434099	10.8332791674122
Interval_15292	chr8	45035659	45035858	+	200	2.12009256393356	-0.36483453906988	5.82437931519065	-0.0626392134383057	0.950053802905151	1	0	2	1	0	2.43512412075777	1.54761130963031
Interval_15293	chr8	45172761	45172954	+	194	2.57186526150812	-2.6387943110028	4.50226669568513	-0.586103509490401	0.557805958046845	1	1	0	2	0.881096557878903	0	3.09522261926063
Interval_15294	chr8	45187889	45188195	+	307	9.14370616808096	-1.54925311064913	1.66822478120383	-0.928683669074352	0.353053046572705	1	4	5	9	3.52438623151561	6.08781030189442	13.9285017866728
Interval_15295	chr8	45331558	45331946	+	389	9.15550966318721	-6.60695959856045	2.28554457614808	-2.89075945729111	0.00384312150928995	1	0	0	12	0	0	18.5713357155638
Interval_15296	chr8	45534711	45535045	+	335	2.42833157520992	-3.22621498852484	5.05159845638951	-0.638652303103023	0.523049147898302	1	1	0	3	0.881096557878903	0	4.64283392889094
Interval_15297	chr8	45928229	45928750	+	522	10.9664401008694	-6.92889235034285	2.16462715619969	-3.20096342249883	0.00136968918202814	1	0	0	15	0	0	23.2141696444547
Interval_15298	chr8	45929126	45929458	+	333	7.80116209608178	-6.34391850834661	2.4346186177444	-2.60571346251515	0.0091683124582313	1	0	0	10	0	0	15.4761130963031
Interval_15299	chr8	47260741	47261160	+	420	36.0312389709551	0.80345867238273	0.843679637311967	0.952326732624027	0.340931304355347	1	49	31	15	43.1737313360662	37.7444238717454	23.2141696444547
Interval_15300	chr8	47369433	47369649	+	217	7.97617288807163	0.493855070144136	1.83143660552854	0.269654471606246	0.787426089741711	1	19	4	5	16.7408345996992	4.87024824151553	7.73805654815157
Interval_15301	chr8	47600692	47600979	+	288	10.8056592589041	1.61308760116786	1.65052267832607	0.977319259135429	0.328411121356167	1	13	14	3	11.4542552524257	17.0458688453044	4.64283392889094
Interval_15302	chr8	47859030	47859280	+	251	6.20383171625884	-0.34092953845321	2.10094733611988	-0.162274195355536	0.871089934455984	1	3	10	6	2.64328967363671	12.1756206037888	9.28566785778189
Interval_15303	chr8	47959949	47961251	+	1303	81.1944659839211	-0.528953799547317	0.546269444033542	-0.968302007964476	0.332893562250976	1	94	55	70	82.8230764406169	66.9659133208386	108.332791674122
Interval_15304	chr8	48160548	48160832	+	285	8.44425358862133	0.559717879432883	1.79938251009695	0.311061086951837	0.755754182755923	1	15	4	4	13.2164483681835	4.87024824151553	6.19044523852126
Interval_15305	chr8	48318870	48319169	+	300	18.2266677351826	0.328964468735276	1.19892557008065	0.274382728123103	0.783790514828598	1	26	13	10	22.9085105048515	15.8283067849255	15.4761130963031
Interval_15306	chr8	48362465	48362718	+	254	3.61898870893162	-1.63089109983052	3.09715505805307	-0.526577155247671	0.598487259635001	1	2	1	3	1.76219311575781	1.21756206037888	4.64283392889094
Interval_15307	chr8	48514403	48514603	+	201	11.2636817318565	1.21289947143756	1.56782560649213	0.773618868332754	0.439156210737201	1	16	12	4	14.0975449260624	14.6107447245466	6.19044523852126
Interval_15308	chr8	48912080	48912414	+	335	6.1267438132422	0.95058754369642	2.21840556882018	0.428500341442062	0.66828688501704	1	8	4	2	7.04877246303122	4.87024824151553	3.09522261926063
Interval_15309	chr8	49306889	49307090	+	202	5.60207177305955	0.331385093933744	2.23835995315704	0.148048169583427	0.882304753240852	1	4	10	4	3.52438623151561	12.1756206037888	6.19044523852126
Interval_15310	chr8	51898955	51899718	+	764	81.4171739528898	-0.241685311272845	0.543001884722797	-0.445091109391316	0.656253913519124	1	89	69	62	78.4175936512224	84.0117821661429	95.9519011970795
Interval_15311	chr8	51962555	51962769	+	215	5.50454865933691	2.32639862133451	2.56143717862121	0.90823957766818	0.363751657981523	1	12	4	1	10.5731586945468	4.87024824151553	1.54761130963031
Interval_15312	chr8	52008534	52008703	+	170	13.1560714824956	0.346506640379893	1.43720645690167	0.241097330669452	0.809479681583952	1	13	10	6	11.4542552524257	12.1756206037888	9.28566785778189
Interval_15313	chr8	52427594	52427788	+	195	4.90738694878761	0.718791861279817	2.43866776277764	0.294747760334976	0.768186575555227	1	5	9	3	4.40548278939451	10.9580585434099	4.64283392889094
Interval_15314	chr8	52714084	52714759	+	676	40.7493309072992	0.194590436325029	0.761411507408423	0.25556539982873	0.798286438231906	1	56	35	26	49.3414072412186	42.6146721132609	40.2378940503882
Interval_15315	chr8	52783174	52783439	+	266	12.6235799524438	-0.140828698455785	1.45554011715374	-0.0967535671439757	0.922922098908917	1	17	6	8	14.9786414839414	7.3053723622733	12.3808904770425
Interval_15316	chr8	52836082	52836370	+	289	3.93268059640302	2.04506475404115	3.15926455760829	0.647323045205611	0.517422889621296	1	13	1	1	11.4542552524257	1.21756206037888	1.54761130963031
Interval_15317	chr8	52941559	52941783	+	225	6.81826185083633	-0.646187882443931	1.97106979073646	-0.327836125073223	0.743035571572489	1	7	3	5	6.16767590515232	3.65268618113665	7.73805654815157
Interval_15318	chr8	53734807	53735015	+	209	3.82083980108006	-0.367516785341181	3.01516626591414	-0.121889392799291	0.902986616307639	1	4	1	2	3.52438623151561	1.21756206037888	3.09522261926063
Interval_15319	chr8	53843020	53843495	+	476	27.5547435129468	-0.507005385829157	0.936519643068712	-0.541371865055433	0.588251295542348	1	25	25	24	22.0274139469726	30.4390515094721	37.1426714311276
Interval_15320	chr8	54022233	54022710	+	478	30.3844710197422	0.289357237314343	0.925512627826761	0.31264536929528	0.754550105080074	1	26	28	15	22.9085105048515	34.0917376906087	23.2141696444547
Interval_15321	chr8	54101982	54102630	+	649	20.4797019957069	0.192311027675986	1.11616220461671	0.172296666990284	0.863204304527419	1	22	19	12	19.3841242733359	23.1336791471988	18.5713357155638
Interval_15322	chr8	54153418	54153681	+	264	4.42679757917623	1.0524649230162	2.65954768409435	0.395730796372091	0.692303634033637	1	9	4	2	7.92986902091013	4.87024824151553	3.09522261926063
Interval_15323	chr8	54326248	54326463	+	216	4.04478564688351	1.53420984025133	3.01200044833829	0.509365740997067	0.610495885195952	1	6	3	1	5.28657934727342	3.65268618113665	1.54761130963031
Interval_15324	chr8	54676159	54676339	+	181	4.0862169216723	-0.869073055853352	2.78742795394267	-0.311783145686006	0.755205333817844	1	3	2	3	2.64328967363671	2.43512412075777	4.64283392889094
Interval_15325	chr8	54789248	54789511	+	264	6.14801428843973	0.629582234911735	2.07748111657116	0.303050761756548	0.761851177070641	1	8	10	4	7.04877246303122	12.1756206037888	6.19044523852126
Interval_15326	chr8	55450874	55451155	+	282	8.44021511284287	1.64517055842553	1.81375659214587	0.907051456380436	0.364379586938024	1	11	16	3	9.69206213666793	19.4809929660621	4.64283392889094
Interval_15327	chr8	55772980	55773686	+	707	43.9124943905971	0.588901869682281	0.745891508124124	0.789527516090559	0.42980375399597	1	57	39	21	50.2225037990975	47.4849203547764	32.4998375022366
Interval_15328	chr8	55844102	55844690	+	589	26.7023567903659	-0.666503886488311	0.95699442718424	-0.696455347654806	0.486143711682525	1	23	17	21	20.2652208312148	20.698555026441	32.4998375022366
Interval_15329	chr8	55973051	55973242	+	192	8.37764345339266	1.10920832864585	1.81470763891533	0.611232523002348	0.541045655194636	1	13	7	3	11.4542552524257	8.52293442265218	4.64283392889094
Interval_15330	chr8	56074382	56074887	+	506	40.1529419390868	-0.224763826367483	0.766292489731951	-0.293313361907155	0.76928264125399	1	44	29	28	38.7682485466717	35.3092997509876	43.3331166696488
Interval_15331	chr8	56211265	56212100	+	836	71.4161156501289	0.436057678997654	0.599097329254588	0.727857824938408	0.466700622788322	1	76	48	30	66.9633383987966	58.4429788981864	46.4283392889094
Interval_15332	chr8	56934008	56934256	+	249	4.0457622245612	0.357320978531509	2.87003531050997	0.1245005513427	0.900918963868761	1	12	1	3	10.5731586945468	1.21756206037888	4.64283392889094
Interval_15333	chr8	56993688	56994377	+	690	23.3837470743346	-0.768697275251019	1.04370436698823	-0.736508631720316	0.461421216494417	1	16	23	23	14.0975449260624	28.0039273887143	35.5950601214972
Interval_15334	chr8	57205849	57206297	+	449	38.3434895420607	1.00355907234784	0.798615776564041	1.25662314945184	0.208890128082714	1	61	58	20	53.7468900306131	70.6185995019752	30.9522261926063
Interval_15335	chr8	57209520	57210404	+	885	63.3687112270415	0.52988706718435	0.603326439711422	0.878275892297711	0.379794015306011	1	105	67	39	92.5151385772848	81.5766580453852	60.3568410755823
Interval_15336	chr8	57210724	57210997	+	274	20.5516127593025	2.09310122295576	1.21352813668497	1.72480650401197	0.0845623492448574	1	43	23	5	37.8871519887928	28.0039273887143	7.73805654815157
Interval_15337	chr8	57432388	57432632	+	245	5.33962128944138	0.360941708299251	2.33511307995824	0.154571404441667	0.8771592149602	1	3	11	4	2.64328967363671	13.3931826641677	6.19044523852126
Interval_15338	chr8	58145649	58145924	+	276	8.25952765915321	1.34587516836773	1.82995620922391	0.735468510986129	0.462054210602436	1	17	7	3	14.9786414839414	8.52293442265218	4.64283392889094
Interval_15339	chr8	58172802	58173011	+	210	7.39754474741387	0.485930615904693	1.91103853104366	0.254275676817105	0.799282589475199	1	14	4	4	12.3353518103046	4.87024824151553	6.19044523852126
Interval_15340	chr8	58410988	58411703	+	716	25.2188556893252	-0.104044175862408	0.980821841284448	-0.106078567465581	0.915520015871522	1	33	21	19	29.0761864100038	25.5688032679565	29.404614882976
Interval_15341	chr8	58552859	58553487	+	629	36.2796512283084	0.00715229311994365	0.804785549771832	0.00888720370534911	0.992909130717215	1	43	38	27	37.8871519887928	46.2673582943976	41.7855053600185
Interval_15342	chr8	58595846	58596300	+	455	20.1156354520463	0.689698451766134	1.13763218399416	0.606257858620565	0.544343537550178	1	25	23	10	22.0274139469726	28.0039273887143	15.4761130963031
Interval_15343	chr8	58659187	58659842	+	656	28.4131077257143	0.23320765514777	0.957245017419153	0.243623785868874	0.807522204797106	1	25	33	17	22.0274139469726	40.1795479925031	26.3093922637154
Interval_15344	chr8	58801461	58801834	+	374	19.6401769077181	-0.88165144399789	1.13346140104054	-0.777839848087037	0.436663433105524	1	14	12	16	12.3353518103046	14.6107447245466	24.761780954085
Interval_15345	chr8	58807912	58808107	+	196	9.73599712417316	1.32843695907434	1.7062844985402	0.77855536999303	0.436241677887167	1	14	9	3	12.3353518103046	10.9580585434099	4.64283392889094
Interval_15346	chr8	58881859	58882184	+	326	7.90605798778258	0.715650022428764	1.87015707250476	0.382668404141195	0.701965644311402	1	9	6	3	7.92986902091013	7.3053723622733	4.64283392889094
Interval_15347	chr8	59117636	59117924	+	289	9.35287639774303	-0.321304792446353	1.62286559928049	-0.197986076350874	0.843055957562895	1	10	7	7	8.81096557878903	8.52293442265218	10.8332791674122
Interval_15348	chr8	59528938	59529135	+	198	3.46113344470968	3.31716207697092	3.83488321637194	0.86499689555323	0.387040492709579	1	5	1	0	4.40548278939451	1.21756206037888	0
Interval_15349	chr8	60516614	60517414	+	801	62.7720528107307	-0.331239917200587	0.604774643798208	-0.547708010905149	0.583892410623802	1	61	51	47	53.7468900306131	62.095665079323	72.7377315526248
Interval_15350	chr8	60651977	60652589	+	613	31.1174749129126	-0.501714122321529	0.885776699881432	-0.566411514762905	0.571114068920889	1	32	18	23	28.1950898521249	21.9161170868199	35.5950601214972
Interval_15351	chr8	60653581	60653925	+	345	14.929577689387	-1.32750282077525	1.29746282794606	-1.02315287357923	0.306235570890274	1	14	7	17	12.3353518103046	8.52293442265218	26.3093922637154
Interval_15352	chr8	60792891	60793075	+	185	10.9701345387437	0.124251243730984	1.51597166400309	0.0819614552707965	0.934677364527785	1	13	10	7	11.4542552524257	12.1756206037888	10.8332791674122
Interval_15353	chr8	60807725	60808050	+	326	17.7210698577459	-1.33374881882024	1.19958608601525	-1.11184085441558	0.266206582611535	1	10	10	17	8.81096557878903	12.1756206037888	26.3093922637154
Interval_15354	chr8	60916521	60916760	+	240	15.6377407680159	0.22630274605348	1.28836045208602	0.17565173293473	0.860567557140347	1	19	13	9	16.7408345996992	15.8283067849255	13.9285017866728
Interval_15355	chr8	60926017	60926265	+	249	7.76333735729181	-0.897349090396921	1.80144133062801	-0.498128401486211	0.618393543380574	1	5	6	7	4.40548278939451	7.3053723622733	10.8332791674122
Interval_15356	chr8	60967545	60967837	+	293	7.57719203457842	1.14971345314771	2.00893543148494	0.57229985350892	0.567118848967703	1	6	7	2	5.28657934727342	8.52293442265218	3.09522261926063
Interval_15357	chr8	61714131	61714960	+	830	69.3453877902206	-0.328485606735931	0.579715600908628	-0.566632338721043	0.57096399906167	1	67	57	52	59.0334693778865	69.4010374415963	80.4757881007764
Interval_15358	chr8	61896444	61896643	+	200	4.18015669433938	-0.432326856868206	2.73269589726224	-0.158205257050861	0.874295061397482	1	5	2	3	4.40548278939451	2.43512412075777	4.64283392889094
Interval_15359	chr8	61960897	61961102	+	206	2.4563159685681	3.71933468292039	5.14283891085238	0.723206529971583	0.469553007594528	1	3	4	0	2.64328967363671	4.87024824151553	0
Interval_15360	chr8	62932426	62932782	+	357	5.64943817161257	5.22721160639955	2.99999311716425	1.7424078663689	0.0814371004227338	1	5	14	0	4.40548278939451	17.0458688453044	0
Interval_15361	chr8	63038601	63039186	+	586	37.5837732694142	-0.296789087701952	0.790428674965924	-0.375478644818581	0.707304525585465	1	40	29	28	35.2438623151561	35.3092997509876	43.3331166696488
Interval_15362	chr8	63168177	63169036	+	860	81.368001764227	-0.34366109625404	0.544649777457966	-0.630976290595404	0.528056027031602	1	82	65	62	72.24991774607	79.1415339246274	95.9519011970795
Interval_15363	chr8	63200090	63200317	+	228	10.7717983162208	0.405136493761354	1.53036963726012	0.264731136777311	0.791216589314615	1	20	9	7	17.6219311575781	10.9580585434099	10.8332791674122
Interval_15364	chr8	63391470	63391735	+	266	20.6746091245562	-0.341184203647557	1.09030228583161	-0.31292624814349	0.754336695208889	1	21	19	17	18.503027715457	23.1336791471988	26.3093922637154
Interval_15365	chr8	63470126	63470323	+	198	2.65769798395911	2.96750038555665	4.96454910820345	0.597738147187051	0.550014667549057	1	5	0	0	4.40548278939451	0	0
Interval_15366	chr8	63510285	63510486	+	202	3.90585834963877	4.35134182176106	3.68071548387643	1.18219999367578	0.237126355163221	1	9	3	0	7.92986902091013	3.65268618113665	0
Interval_15367	chr8	64077371	64077593	+	223	4.50174480975953	0.0175275034206026	2.54910998005512	0.00687593064157382	0.994513844329435	1	10	3	4	8.81096557878903	3.65268618113665	6.19044523852126
Interval_15368	chr8	64817248	64817447	+	200	2.86600263543409	1.14895223454117	3.798600179205	0.302467272241753	0.762295878719515	1	5	2	1	4.40548278939451	2.43512412075777	1.54761130963031
Interval_15369	chr8	64931179	64931497	+	319	5.58250520678722	1.00073966648324	2.25525871732634	0.443736081716439	0.657233405471574	1	6	11	3	5.28657934727342	13.3931826641677	4.64283392889094
Interval_15370	chr8	65060086	65060280	+	195	5.06192006086496	-0.316056677827376	2.41572327226151	-0.130833146932221	0.895907300902834	1	3	4	3	2.64328967363671	4.87024824151553	4.64283392889094
Interval_15371	chr8	65284609	65284831	+	223	4.17956651352618	0.951245030747815	2.98325760392182	0.318861176955453	0.749831785084229	1	4	2	1	3.52438623151561	2.43512412075777	1.54761130963031
Interval_15372	chr8	65347876	65348186	+	311	7.74276600399024	0.433486575231229	1.90143884208824	0.227978184539007	0.819663200190234	1	6	6	3	5.28657934727342	7.3053723622733	4.64283392889094
Interval_15373	chr8	65633886	65634392	+	507	70.5003369887479	0.319797444249329	0.587675860748271	0.544173183908116	0.586322303255979	1	86	55	37	75.7743039775857	66.9659133208386	57.2616184563216
Interval_15374	chr8	65644493	65645188	+	696	60.6868360810749	-0.229770172205172	0.621738979018972	-0.369560506834752	0.7117099818949	1	56	53	43	49.3414072412186	64.5307892000808	66.5472863141035
Interval_15375	chr8	65841772	65842641	+	870	51.9428673521994	-0.409048960930969	0.670282845528926	-0.610263210015743	0.541687463522199	1	56	32	38	49.3414072412186	38.9619859321243	58.809229765952
Interval_15376	chr8	65951681	65952095	+	415	28.659336938756	0.304654281127435	0.959137571150684	0.317633559867683	0.750762914373913	1	24	30	15	21.1463173890937	36.5268618113665	23.2141696444547
Interval_15377	chr8	66113039	66113856	+	818	59.0536443028162	0.0695521732396003	0.635249708658192	0.109487926230635	0.912815497669219	1	60	61	39	52.8657934727342	74.2712856831119	60.3568410755823
Interval_15378	chr8	66238342	66238573	+	232	4.28386417825642	0.395813534619923	2.700781101216	0.146555207470058	0.883483111076886	1	11	2	3	9.69206213666793	2.43512412075777	4.64283392889094
Interval_15379	chr8	66428869	66429139	+	271	19.6446059058384	0.350787767659579	1.15336363710252	0.304143252288435	0.761018756096544	1	24	15	10	21.1463173890937	18.2634309056832	15.4761130963031
Interval_15380	chr8	66429831	66430058	+	228	7.04636721761992	1.44973627757485	1.9751373072452	0.733992655729264	0.462953214191213	1	19	7	3	16.7408345996992	8.52293442265218	4.64283392889094
Interval_15381	chr8	66533540	66533896	+	357	27.2520057449554	-0.238759723254629	0.992807062637844	-0.240489549520584	0.809950763857453	1	16	21	15	14.0975449260624	25.5688032679565	23.2141696444547
Interval_15382	chr8	66612782	66613793	+	1012	48.9447714554779	-0.489488166759109	0.687277843576202	-0.712212930089658	0.476332931318883	1	52	31	38	45.817021009703	37.7444238717454	58.809229765952
Interval_15383	chr8	66666700	66667762	+	1063	141.973601741283	0.145983602007937	0.51799705736415	0.28182322646924	0.778079060357759	1	160	112	81	140.975449260624	136.366950762435	125.356516080055
Interval_15384	chr8	66774889	66775569	+	681	66.990971457052	0.109606504982283	0.602958084085511	0.181781301014514	0.855754359648169	1	64	61	39	56.3901797042498	74.2712856831119	60.3568410755823
Interval_15385	chr8	66870710	66870990	+	281	10.1864986238249	-0.689136239575064	1.58576382400984	-0.434576845013705	0.663869605217118	1	7	6	7	6.16767590515232	7.3053723622733	10.8332791674122
Interval_15386	chr8	66925228	66925750	+	523	34.3091544473348	0.0138008684447937	0.837369083613291	0.0164812252026815	0.986850480172757	1	38	29	22	33.4816691993983	35.3092997509876	34.0474488118669
Interval_15387	chr8	67062096	67062659	+	564	40.4166675169512	-0.517527150724113	0.769479589764797	-0.672567742676973	0.501222329298867	1	33	35	33	29.0761864100038	42.6146721132609	51.0711732178004
Interval_15388	chr8	67064257	67064547	+	291	26.7529696994892	-0.0813353243036328	0.970529738184022	-0.0838050820120371	0.93321140737571	1	36	17	18	31.7194760836405	20.698555026441	27.8570035733457
Interval_15389	chr8	67343787	67343996	+	210	19.0372700342266	1.30655089724848	1.25742463372459	1.03906895268814	0.298772669091779	1	24	14	5	21.1463173890937	17.0458688453044	7.73805654815157
Interval_15390	chr8	67630741	67630991	+	251	5.55019992631467	1.98545277702546	2.54193292872094	0.781079923310373	0.434755489214067	1	7	5	1	6.16767590515232	6.08781030189442	1.54761130963031
Interval_15391	chr8	68528728	68528925	+	198	2.88186670475679	2.87814080739917	4.28870455337717	0.671097943814469	0.502158136763857	1	2	2	0	1.76219311575781	2.43512412075777	0
Interval_15392	chr8	68642691	68642893	+	203	4.46180350399003	-0.314493252345376	2.61099756190927	-0.120449462279622	0.904127111342596	1	3	4	3	2.64328967363671	4.87024824151553	4.64283392889094
Interval_15393	chr8	68660594	68660866	+	273	4.76168521078138	-1.73025543503222	2.42213130429242	-0.71435245148185	0.475009266045763	1	3	4	8	2.64328967363671	4.87024824151553	12.3808904770425
Interval_15394	chr8	69542229	69542403	+	175	3.23322586120735	-1.50368810701013	3.3625882699032	-0.447181749983747	0.654743837237611	1	1	2	3	0.881096557878903	2.43512412075777	4.64283392889094
Interval_15395	chr8	69738417	69738686	+	270	5.94846539104116	0.756131645940481	2.25560394295797	0.335223587589982	0.737456430084401	1	5	5	2	4.40548278939451	6.08781030189442	3.09522261926063
Interval_15396	chr8	70153085	70153268	+	184	2.95457026363735	3.24254519683304	4.20726558891356	0.770701332803276	0.440883981769001	1	2	3	0	1.76219311575781	3.65268618113665	0
Interval_15397	chr8	70217176	70217697	+	522	17.6861728740149	-0.150718292035811	1.20243112068799	-0.125344636746906	0.900250715796555	1	16	16	12	14.0975449260624	19.4809929660621	18.5713357155638
Interval_15398	chr8	70401877	70402843	+	967	134.40438126664	-0.312471975246391	0.514666195285741	-0.607135223001984	0.543761176467061	1	131	106	98	115.423649082136	129.061578400162	151.665908343771
Interval_15399	chr8	70608014	70608689	+	676	35.7574711145437	0.0385213675713804	0.822070352252657	0.0468589670772376	0.962625631675404	1	38	30	22	33.4816691993983	36.5268618113665	34.0474488118669
Interval_15400	chr8	70631573	70631921	+	349	5.11090163639079	4.52953228039735	3.08287505132283	1.46925587478927	0.141763400218656	1	8	5	0	7.04877246303122	6.08781030189442	0
Interval_15401	chr8	70668500	70669296	+	797	40.2085627531015	-0.0327901323700074	0.771088321108081	-0.0425244832172881	0.96608059461528	1	49	29	26	43.1737313360662	35.3092997509876	40.2378940503882
Interval_15402	chr8	71332825	71333050	+	226	3.75111734971496	1.33018547092119	3.19119976147321	0.416829271229047	0.676803290540299	1	2	5	1	1.76219311575781	6.08781030189442	1.54761130963031
Interval_15403	chr8	71418104	71418333	+	230	2.79391551855657	4.2667900609382	4.42142257177824	0.965026525212257	0.334531526205461	1	11	1	0	9.69206213666793	1.21756206037888	0
Interval_15404	chr8	71843711	71844102	+	392	25.7262066728539	-0.0346453979862313	1.00873522425358	-0.0343453833605021	0.972601735510933	1	20	28	17	17.6219311575781	34.0917376906087	26.3093922637154
Interval_15405	chr8	71982742	71982958	+	217	6.61100440420508	1.1060364880558	2.07435991719451	0.533194109126287	0.593899218942662	1	17	4	3	14.9786414839414	4.87024824151553	4.64283392889094
Interval_15406	chr8	72154786	72155098	+	313	6.79716177964537	-1.48334190847192	1.90588801098416	-0.778294369828138	0.436395493881539	1	7	4	10	6.16767590515232	4.87024824151553	15.4761130963031
Interval_15407	chr8	72293392	72293670	+	279	4.5590191146638	1.23409434991935	2.73936281182575	0.450504162716893	0.652346953319745	1	15	1	2	13.2164483681835	1.21756206037888	3.09522261926063
Interval_15408	chr8	72453468	72453699	+	232	3.70356639008446	-1.15172484192378	3.00352291299163	-0.383457984269751	0.70138021746031	1	2	2	3	1.76219311575781	2.43512412075777	4.64283392889094
Interval_15409	chr8	72823429	72823686	+	258	4.79207269381482	-2.15166586791958	2.41237491060295	-0.891928472005947	0.372431272537045	1	3	3	9	2.64328967363671	3.65268618113665	13.9285017866728
Interval_15410	chr8	73008613	73009147	+	535	67.6248814255031	-0.0468063865409919	0.588511342892085	-0.0795335333911734	0.936608260293033	1	73	53	43	64.3200487251599	64.5307892000808	66.5472863141035
Interval_15411	chr8	73168518	73168927	+	410	15.5084297128777	-0.425974902016152	1.34888575392711	-0.315797613531004	0.752156129620398	1	7	16	11	6.16767590515232	19.4809929660621	17.0237244059335
Interval_15412	chr8	73293380	73294436	+	1057	69.4144819760097	0.4711889050012	0.587468046140877	0.802067292164189	0.422514033762091	1	93	63	37	81.941979882738	76.7064098038696	57.2616184563216
Interval_15413	chr8	73294602	73294810	+	209	12.6971702605444	-0.185941651379574	1.43036271790876	-0.129996153459192	0.896569469962567	1	10	13	9	8.81096557878903	15.8283067849255	13.9285017866728
