chr	start	end	Naive-B	Naive-T	CM	NK	memory-B	cDC	CD8T
chr21	45041238	45041738	1.0						
chr9	95048239	95048739	1.0						
chr9	133787563	133788063	0.9936	0.1085	0.0307				
chr5	172768034	172768534	1.0						
chr7	101729335	101729835	1.0						
chr19	1252158	1252658	0.9939	0.1105					
chr10	80498692	80499192	1.0						
chr8	29990960	29991460	1.0						
chr19	5865649	5866149	1.0						
chr3	197501803	197502303	0.9806	0.1959					
chr1	246745399	246745899	1.0						
chr16	66608167	66608667	1.0						
chr1	203753259	203753759	0.8199	0.5725					
chr5	132666380	132666880	1.0						
chr15	58975506	58976006	0.8467	0.532					
chr15	52045693	52046193	1.0						
chr6	42409562	42410062	1.0						
chr8	94987514	94988014	1.0						
chr6	6859038	6859538	1.0						
chr16	55333650	55334150	1.0						
chr6	148677469	148677969	0.7659	0.643					
chr17	76151785	76152285	1.0						
chr13	30567052	30567552	1.0						
chr17	17740794	17741294	1.0						
chr1	186618325	186618825	1.0						
chr7	105691866	105692366	1.0						
chr12	47312709	47313209	0.9201	0.3917					
chr2	10235481	10235981	1.0						
chr12	95805799	95806299	1.0						
chr14	92753197	92753697	1.0						
chr20	39909454	39909954	1.0						
chr17	34503736	34504236	1.0						
chr2	207071759	207072259	1.0						
chr18	77062143	77062643	1.0						
chr6	7136640	7137140	0.7793	0.6089	0.1482				
chr12	108885017	108885517	1.0						
chr18	12321318	12321818	1.0						
chr1	116508402	116508902	1.0						
chr4	70927374	70927874	0.8526	0.5225					
chr7	37690178	37690678	1.0						
chr7	44636052	44636552	1.0						
chr13	33123430	33123930	0.9953	0.0964					
chr14	75279230	75279730	1.0						
chr1	167936816	167937316	1.0						
chr2	111208932	111209432	1.0						
chr2	196292286	196292786	1.0						
chr2	223835923	223836423	0.7586	0.6484	0.0632				
chr10	7480946	7481446	1.0						
chr6	21037388	21037888	1.0						
chr10	124221557	124222057	0.9583	0.2859					
chr8	129885680	129886180	1.0						
chr14	88129720	88130220	1.0						
chr6	24948969	24949469	1.0						
chr14	74961801	74962301	1.0						
chr13	45521264	45521764	0.9985	0.0544					
chr6	144153183	144153683	1.0						
chr8	9040107	9040607	1.0						
chr12	94007729	94008229	1.0						
chr6	2911171	2911671	0.7912	0.4239	0.4408				
chr22	49934097	49934597	1.0						
chr3	193873360	193873860	1.0						
chr7	26398881	26399381	0.6232	0.7546	0.1019	0.0361	0.1189	0.128	
chr10	123942234	123942734	1.0						
chr12	1635635	1636135	0.9972	0.0751					
chr18	57837805	57838305	0.7745	0.6325					
chr15	75836904	75837404	1.0						
chr2	62475326	62475826	1.0						
chr11	129364067	129364567	1.0						
chr18	2706696	2707196	1.0						
chr15	45162967	45163467	0.9976	0.0686					
chr5	141747070	141747570	0.7838	0.621					
chr19	36492816	36493316	1.0						
chr10	124601394	124601894	0.9318	0.363					
chr3	102059492	102059992	1.0						
chr8	125173288	125173788	1.0						
chr1	32316436	32316936	1.0						
chr2	144414403	144414903	1.0						
chr6	28906556	28907056	0.982	0.1891					
chrX	109939449	109939949	1.0						
chr7	99248289	99248789	1.0						
chr3	174308647	174309147	1.0						
chr3	119352215	119352715	0.9891	0.1471					
chr2	127305913	127306413	1.0						
chr2	172427267	172427767	0.9299	0.3677					
chr15	58331517	58332017	0.9922	0.1247					
chr8	58397195	58397695	0.9937	0.1119					
chr4	1301003	1301503	0.9954	0.0955					
chr10	77285675	77286175	1.0						
chr20	5489522	5490022	1.0						
chr9	129198366	129198866	1.0						
chr6	83867530	83868030	0.9938	0.1114					
chr3	72559349	72559849	0.9918	0.1274					
chr5	178637627	178638127	1.0						
chr6	89925742	89926242	1.0						
chr8	27393450	27393950	0.9879	0.1553					
chr11	78412715	78413215	1.0						
chr20	47392009	47392509	0.9939	0.1105					
chr20	4151896	4152396	0.9973	0.0738					
chr17	50765364	50765864	0.9766	0.2153					
chr14	71341114	71341614	0.9887	0.1288	0.076				
chr9	91798445	91798945	1.0						
chr17	19870102	19870602	1.0						
chr10	104980344	104980844	1.0						
chrX	154484458	154484958	1.0						
chr9	93041147	93041647	1.0						
chr19	29263227	29263727	1.0						
chr13	109708161	109708661	1.0						
chr22	36940481	36940981	0.9151	0.4032					
chr16	2536415	2536915	0.9639	0.2664					
chr12	121490940	121491440	0.3195	0.9476					
chr2	45888138	45888638	0.9892	0.1464					
chr4	180794316	180794816	1.0						
chr4	25878306	25878806	0.9825	0.1864					
chr6	83070964	83071464	0.7821	0.6231					
chr13	28523955	28524455	0.9896	0.1436					
chr2	101570722	101571222	0.9162	0.3994	0.0323				
chr20	24948937	24949437	1.0						
chr12	92486716	92487216	1.0						
chr12	75388773	75389273	1.0						
chr19	4808129	4808629	1.0						
chr2	60350776	60351276	0.848	0.53					
chr5	137695845	137696345	0.9247	0.3806					
chr10	119725689	119726189	1.0						
chr9	107480341	107480841	1.0						
chr1	211928201	211928701	0.9164	0.4003					
chr3	150737862	150738362	1.0						
chr9	78111896	78112396	1.0						
chr5	88141293	88141793	1.0						
chr3	6250133	6250633	1.0						
chr19	14782961	14783461	1.0						
chr2	42097018	42097518	1.0						
chr5	87267563	87268063	1.0						
chr4	39053931	39054431	1.0						
chr11	67354215	67354715	1.0						
chr17	45227007	45227507	0.8174	0.576					
chr12	32761664	32762164	0.9693	0.246					
chr2	162011634	162012134	0.9223	0.3865					
chr5	74643203	74643703	1.0						
chr9	133862669	133863169	0.9928	0.1198					
chr3	57691349	57691849	1.0						
chr11	34585716	34586216	0.721	0.6306	0.2669	0.1059			
chr8	58898257	58898757	0.9182	0.3961					
chr14	92215506	92216006	1.0						
chr19	54916751	54917251	1.0						
chrX	46961759	46962259	1.0						
chr13	22801026	22801526	1.0						
chr15	91384299	91384799	1.0						
chr4	158667492	158667992	1.0						
chr8	47435448	47435948	1.0						
chr7	17022917	17023417	1.0						
chr20	4371553	4372053	1.0						
chr6	150631490	150631990	0.9092	0.4163					
chr4	74335568	74336068	0.9976	0.0694					
chr9	89740664	89741164	1.0						
chr5	178116418	178116918	1.0						
chr4	961469	961969	1.0						
chr5	148808859	148809359	0.999	0.0267	0.0356				
chr7	150676824	150677324	0.9422	0.335					
chr9	125530121	125530621	0.8309	0.5564					
chr6	37868392	37868892	1.0						
chr14	64217247	64217747	1.0						
chr1	8395269	8395769	0.8468	0.5319					
chr21	45228019	45228519	1.0						
chr7	138752565	138753065	1.0						
chr3	125147114	125147614	0.9931	0.1018	0.0258	0.0518			
chr12	83016141	83016641	1.0						
chr1	31639519	31640019	1.0						
chr4	168856301	168856801	1.0						
chr22	17117807	17118307	1.0						
chr11	120336052	120336552	0.9993	0.0378					
chr8	55991040	55991540	0.8509	0.5235	0.0443				
chr2	231034588	231035088	1.0						
chr17	68771785	68772285	1.0						
chr9	75170858	75171358	1.0						
chr2	122737719	122738219	1.0						
chr6	36100026	36100526	1.0						
chr6	151289275	151289775	1.0						
chr10	12270723	12271223	0.9575	0.0674	0.0555	0.2749			
chr2	180319979	180320479	1.0						
chr12	54306970	54307470	0.9973	0.0733					
chr17	1820825	1821325	1.0						
chr16	66585803	66586303	1.0						
chr19	3360688	3361188	1.0						
chr9	35112182	35112682	1.0						
chr9	22158930	22159430	0.9814	0.1922					
chr2	24745787	24746287	1.0						
chr16	24072071	24072571	1.0						
chr11	112103413	112103913	1.0						
chr6	47161113	47161613	0.9966	0.0562	0.0609				
chr6	106974540	106975040	0.8158	0.5784					
chr20	38863096	38863596	0.9592	0.2828					
chr7	150780978	150781478	1.0						
chr2	199457586	199458086	1.0						
chr19	58021872	58022372	0.9976	0.0697					
chr2	23891878	23892378	0.9051	0.4253					
chr6	32589581	32590081	0.5337	0.8423	0.0688	0.0297			
chr2	97953811	97954311	1.0						
chr2	85416192	85416692	1.0						
chr10	87635685	87636185	1.0						
chr12	46222606	46223106	1.0						
chr7	2259044	2259544	1.0						
chr11	77418314	77418814	0.9824	0.1869					
chr15	28890720	28891220	1.0						
chr5	111253111	111253611	1.0						
chr3	14434312	14434812	0.9836	0.1805					
chr1	117644594	117645094	1.0						
chr16	67801845	67802345	0.9108	0.4129					
chr1	55138671	55139171	1.0						
chr4	87732259	87732759	0.9877	0.1565					
chr4	168741684	168742184	1.0						
chr12	122889571	122890071	1.0						
chr22	33523125	33523625	1.0						
chr13	21218742	21219242	1.0						
chr19	16663763	16664263	1.0						
chr12	92488713	92489213	0.9939	0.11					
chr1	86755716	86756216	1.0						
chr19	54770911	54771411	1.0						
chr6	129753415	129753915	1.0						
chr2	111642805	111643305	1.0						
chr11	72722193	72722693	1.0						
chr19	49953335	49953835	0.9954	0.0723	0.0634				
chr15	94269874	94270374	1.0						
chr11	111394177	111394677	1.0						
chr2	42170070	42170570	1.0						
chr3	191355377	191355877	1.0						
chr16	67995415	67995915	0.8713	0.4591	0.1736				
chr1	40421279	40421779	0.9783	0.2072					
chr11	78429604	78430104	1.0						
chr10	96764241	96764741	1.0						
chr16	72787375	72787875	1.0						
chr13	114152976	114153476	1.0						
chr2	43408283	43408783	0.9892	0.1406	0.0403				
chr11	7520898	7521398	0.7545	0.6563					
chr3	45548058	45548558	0.9976	0.0693					
chr17	39972177	39972677	1.0						
chrX	133745363	133745863	1.0						
chr19	51427171	51427671	1.0						
chr4	84878458	84878958	1.0						
chr1	212635494	212635994	1.0						
chr11	113187976	113188476	1.0						
chr9	27599060	27599560	0.9919	0.127					
chr10	5852371	5852871	0.3933	0.9119	0.0583	0.0242	0.0987		
chr12	14558420	14558920	1.0						
chr6	148342525	148343025	1.0						
chr7	6373093	6373593	0.9565	0.2113	0.201				
chr1	70751830	70752330	1.0						
chr11	17400548	17401048	1.0						
chr6	13383520	13384020	1.0						
chrX	48789510	48790010	1.0						
chr8	64798209	64798709	1.0						
chr19	35986810	35987310	0.9982	0.0592					
chr13	73261845	73262345	1.0						
chr8	123395726	123396226	1.0						
chr9	72294911	72295411	1.0						
chr10	124106380	124106880	0.8265	0.5472	0.1323				
chr9	19180930	19181430	1.0						
chr18	56267191	56267691	0.8212	0.5707					
chr19	38864191	38864691	1.0						
chr17	28738636	28739136	0.8212	0.5706					
chr3	119632172	119632672	1.0						
chrX	16956499	16956999	0.9799	0.1994					
chr11	44597141	44597641	1.0						
chr4	7854931	7855431	1.0						
chr4	159103547	159104047	0.9967	0.081					
chr4	56048872	56049372	1.0						
chr1	27513495	27513995	0.9666	0.2561					
chr1	32392350	32392850	1.0						
chr10	19977272	19977772	1.0						
chr11	128038931	128039431	1.0						
chr13	114151566	114152066	1.0						
chr16	69876979	69877479	1.0						
chr1	110880922	110881422	1.0						
chr12	2294681	2295181	0.996	0.0894					
chr13	112767999	112768499	0.9985	0.0553					
chr9	4760064	4760564	0.9939	0.103	0.0406				
chr18	75261463	75261963	1.0						
chr18	36810432	36810932	1.0						
chr2	218287741	218288241	0.9844	0.1701	0.0449				
chr12	105358696	105359196	0.9425	0.3343					
chr16	48576957	48577457	1.0						
chr5	112355222	112355722	1.0						
chr9	14688088	14688588	0.8533	0.5214					
chr11	96011944	96012444	0.5762	0.8124	0.0896				
chr12	48932801	48933301	1.0						
chr14	89680964	89681464	1.0						
chr17	74682516	74683016	0.9894	0.145					
chr18	2980233	2980733	1.0						
chr5	159084000	159084500	0.8315	0.5556					
chrX	74381892	74382392	0.9915	0.1302					
chr4	152683975	152684475	0.937	0.3492					
chr7	6356167	6356667	0.9901	0.14					
chr3	9912262	9912762	1.0						
chr20	39825934	39826434	1.0						
chr2	64325992	64326492	1.0						
chr2	203870852	203871352	0.988	0.1215	0.0958				
chr2	231602812	231603312	1.0						
chr3	154188800	154189300	1.0						
chr17	28712093	28712593	1.0						
chr2	179031683	179032183	0.9925	0.1222					
chr6	154356665	154357165	0.9986	0.0345	0.0402				
chr10	110611938	110612438	1.0						
chr12	10723154	10723654	0.4674	0.884					
chr20	2851970	2852470	1.0						
chr9	108272497	108272997	1.0						
chr16	15658947	15659447	1.0						
chr22	41923386	41923886	1.0						
chr4	39469389	39469889	0.844	0.5363					
chr1	245754655	245755155	1.0						
chr17	76597884	76598384	0.9949	0.1005					
chr22	41065512	41066012	1.0						
chr1	157470061	157470561	1.0						
chr6	15066653	15067153	0.9997	0.0229					
chr17	27216789	27217289	0.7495	0.662					
chr7	100887527	100888027	0.8561	0.5167					
chr1	54965913	54966413	1.0						
chr11	112631356	112631856	1.0						
chr17	1577854	1578354	0.9988	0.0496					
chr11	72674747	72675247	1.0						
chr11	61815137	61815637	0.9993	0.0374					
chr17	59365356	59365856	1.0						
chr3	24507682	24508182	0.9515	0.3076					
chr15	72231076	72231576	1.0						
chr11	67500939	67501439	1.0						
chr12	112130524	112131024	1.0						
chr3	194198903	194199403	1.0						
chr20	20022412	20022912	1.0						
chr7	128437626	128438126	0.4996	0.8571	0.0992	0.0767			
chr20	26288476	26288976	1.0						
chr1	202584607	202585107	1.0						
chr10	48551741	48552241	1.0						
chr6	112234363	112234863	1.0						
chr7	36722627	36723127	1.0						
chr15	32636353	32636853	1.0						
chr19	35403327	35403827	1.0						
chr3	143535982	143536482	0.9341	0.357					
chr4	184392943	184393443	0.9932	0.1167					
chr17	8154164	8154664	1.0						
chr22	42432187	42432687	0.994	0.1096					
chr12	111430135	111430635	0.9975	0.0708					
chr12	31686965	31687465	0.4311	0.8902	0.0963	0.0908	0.0649		
chr10	74194474	74194974	1.0						
chr10	113503735	113504235	1.0						
chr12	53753740	53754240	0.7997	0.6004					
chr1	167498988	167499488	1.0						
chr11	1520876	1521376	1.0						
chr4	139001371	139001871	1.0						
chr7	143385852	143386352	1.0						
chr8	81250023	81250523	1.0						
chr1	229155497	229155997	0.9896	0.1436					
chr7	90178911	90179411	1.0						
chr6	18317761	18318261	1.0						
chr10	62501494	62501994	1.0						
chr14	75615123	75615623	0.9989	0.0355	0.0319				
chr9	121287000	121287500	1.0						
chr6	149485286	149485786	1.0						
chr6	151243270	151243770	1.0						
chr12	32507554	32508054	0.9896	0.1436					
chr5	122137640	122138140	1.0						
chr1	24189431	24189931	0.8434	0.5293	0.0927				
chr6	157442227	157442727	1.0						
chr16	56911718	56912218	0.4069	0.8954	0.0907	0.1069	0.1142		
chr12	131606537	131607037	1.0						
chr15	78507295	78507795	1.0						
chr5	157273881	157274381	1.0						
chr1	112676435	112676935	0.9148	0.4039					
chr14	103111356	103111856	1.0						
chr1	220056321	220056821	1.0						
chr11	64852058	64852558	0.9281	0.3724					
chr10	87740163	87740663	1.0						
chr15	31324090	31324590	1.0						
chr20	59403605	59404105	1.0						
chr12	122835176	122835676	1.0						
chr5	119340942	119341442	1.0						
chr14	67882913	67883413	0.9848	0.1674	0.0471				
chr8	81061337	81061837	1.0						
chr17	73643028	73643528	1.0						
chr9	133709270	133709770	1.0						
chr11	111230373	111230873	1.0						
chr5	158538729	158539229	1.0						
chr2	10283216	10283716	1.0						
chr19	33819832	33820332	0.9993	0.0274	0.0259				
chr4	101334947	101335447	1.0						
chr6	127102158	127102658	1.0						
chr1	169048034	169048534	1.0						
chr1	206080365	206080865	1.0						
chr4	25248006	25248506	1.0						
chr4	85778236	85778736	0.9842	0.1773					
chr12	42141895	42142395	1.0						
chr12	53129249	53129749	0.9955	0.095					
chr6	32667644	32668144	1.0						
chr14	89025456	89025956	0.9867	0.1625					
chr20	23050070	23050570	0.9943	0.1066					
chr5	77876322	77876822	1.0						
chr10	104325372	104325872	0.9876	0.1567					
chr17	63945711	63946211	0.8823	0.4707					
chr16	84911464	84911964	0.9894	0.1315	0.0616				
chr4	67657706	67658206	1.0						
chr14	67666411	67666911	1.0						
chr11	122748875	122749375	1.0						
chr20	47747221	47747721	1.0						
chr14	35336647	35337147	0.9711	0.2388					
chr2	217902599	217903099	1.0						
chr20	47775800	47776300	0.9627	0.2706					
chr19	23799240	23799740	1.0						
chr12	14171057	14171557	0.7887	0.6148					
chr22	24466690	24467190	1.0						
chrX	23784373	23784873	0.967	0.2548					
chr3	71688054	71688554	1.0						
chr14	52363827	52364327	0.9785	0.2062					
chr1	160546883	160547383	1.0						
chr22	30302460	30302960	1.0						
chr7	38172015	38172515	0.6869	0.7268					
chr14	97977865	97978365	1.0						
chr18	59921271	59921771	1.0						
chr20	45910740	45911240	1.0						
chr22	42931325	42931825	0.9987	0.0406	0.0312				
chr10	80187415	80187915	1.0						
chr2	113251202	113251702	1.0						
chr10	11227109	11227609	0.8165	0.5773					
chr1	157646060	157646560	1.0						
chr22	37050521	37051021	0.999	0.0448					
chr1	212566386	212566886	1.0						
chr19	47190072	47190572	1.0						
chr21	43361042	43361542	1.0						
chr2	221203122	221203622	0.7638	0.6455					
chr12	54196302	54196802	1.0						
chr12	92300732	92301232	0.9798	0.1998					
chr3	121997876	121998376	0.9893	0.1459					
chr8	95073206	95073706	1.0						
chr9	33140698	33141198	1.0						
chr17	57285143	57285643	0.7775	0.6288					
chr5	150419507	150420007	0.8962	0.4436					
chr22	26615085	26615585	1.0						
chr8	11417724	11418224	1.0						
chr10	72456979	72457479	1.0						
chr19	1655334	1655834	1.0						
chr1	157725124	157725624	1.0						
chr2	73937841	73938341	1.0						
chr2	6309830	6310330	1.0						
chr3	94928911	94929411	1.0						
chr1	206001369	206001869	1.0						
chr7	116843283	116843783	0.9872	0.1556	0.0346				
chr9	69181797	69182297	0.9764	0.2159					
chr12	66407624	66408124	1.0						
chr13	99051688	99052188	1.0						
chr17	47703141	47703641	1.0						
chr16	81821493	81821993	0.7521	0.6591					
chrX	49148592	49149092	1.0						
chr8	86126919	86127419	1.0						
chr5	113115019	113115519	1.0						
chr6	89372399	89372899	1.0						
chr9	36140360	36140860	1.0						
chr4	76198370	76198870	1.0						
chr19	16416496	16416996	0.9695	0.2451					
chr20	4809035	4809535	1.0						
chr12	89756098	89756598	0.9981	0.0426	0.0443				
chr2	60352370	60352870	0.9584	0.2855					
chr14	102946410	102946910	1.0						
chr10	6399374	6399874	1.0						
chr2	195662027	195662527	1.0						
chr11	67285004	67285504	1.0						
chr18	44576003	44576503	1.0						
chr9	74887405	74887905	1.0						
chr9	37251555	37252055	0.9364	0.351					
chr10	17511255	17511755	1.0						
chr1	31605851	31606351	0.9974	0.0604	0.04				
chr2	43027084	43027584	1.0						
chr16	3364816	3365316	1.0						
chr5	56908205	56908705	1.0						
chr1	18422092	18422592	1.0						
chr16	89353255	89353755	1.0						
chr12	51424494	51424994	1.0						
chr15	38671553	38672053	0.8218	0.5698					
chr2	106267972	106268472	1.0						
chr16	85757169	85757669	0.7812	0.6243					
chr9	123338423	123338923	0.7321	0.6812					
chr2	104487277	104487777	0.9906	0.1364					
chr14	65318041	65318541	1.0						
chr7	21361405	21361905	1.0						
chr13	51548963	51549463	1.0						
chr8	94833515	94834015	1.0						
chr4	150038655	150039155	0.9396	0.3424					
chr3	138834078	138834578	1.0						
chr1	89460266	89460766	1.0						
chr16	2272681	2273181	1.0						
chr14	65287711	65288211	1.0						
chr7	141674665	141675165	1.0						
chr4	69830721	69831221	1.0						
chr18	77111806	77112306	0.9874	0.1585					
chr5	159099060	159099560	0.7906	0.6124					
chr13	41519946	41520446	1.0						
chr8	117937309	117937809	1.0						
chr2	113221817	113222317	1.0						
chr1	200628142	200628642	0.4328	0.9015					
chr3	123576090	123576590	1.0						
chr11	111367611	111368111	1.0						
chr9	19184189	19184689	0.9333	0.359					
chr2	68771301	68771801	1.0						
chr13	50801265	50801765	0.809	0.5878					
chr4	184620178	184620678	1.0						
chr14	99269660	99270160	1.0						
chr16	84643693	84644193	1.0						
chr4	174928803	174929303	1.0						
chr2	234411772	234412272	1.0						
chr17	35218319	35218819	1.0						
chr6	144036484	144036984	0.9869	0.1615					
chr19	54630192	54630692	0.9986	0.0315	0.0431				
chr17	47715632	47716132	1.0						
chr9	136309133	136309633	1.0						
chr14	23112668	23113168	1.0						
chr2	11754132	11754632	1.0						
chr9	93028312	93028812	1.0						
chr8	11533522	11534022	0.7903	0.6128					
chr22	31278920	31279420	0.9473	0.3204					
chr2	65030449	65030949	0.8655	0.5009					
chr1	198664202	198664702	0.9934	0.1131	0.0212				
chrX	72527139	72527639	1.0						
chr5	76325292	76325792	1.0						
chr10	122515826	122516326	0.9495	0.3137					
chr8	8287429	8287929	1.0						
chr8	37737371	37737871	0.9993	0.0279	0.0236				
chr7	5231678	5232178	0.8532	0.5215					
chr5	151016706	151017206	0.997	0.0574	0.0516				
chr3	52930674	52931174	1.0						
chr10	132401172	132401672	1.0						
chr6	11598618	11599118	0.9881	0.154					
chr7	128000042	128000542	0.9827	0.1852					
chr15	50064527	50065027	1.0						
chr16	21703562	21704062	1.0						
chr2	221502040	221502540	1.0						
chr18	44671692	44672192	1.0						
chr3	134606387	134606887	1.0						
chr12	122716560	122717060	0.9936	0.1077	0.035				
chr1	154177910	154178410	1.0						
chr8	23047422	23047922	1.0						
chr19	49329411	49329911	1.0						
chr2	241925237	241925737	1.0						
chr10	26392279	26392779	1.0						
chr14	88613419	88613919	1.0						
chr4	85660683	85661183	0.8898	0.4564					
chr8	92491251	92491751	1.0						
chr10	67864503	67865003	0.9936	0.1126					
chr17	1576617	1577117	1.0						
chr13	50123723	50124223	1.0						
chr19	51740312	51740812	1.0						
chr11	123263696	123264196	0.9909	0.1349					
chr3	158168041	158168541	1.0						
chr18	2448745	2449245	1.0						
chr6	154526929	154527429	1.0						
chr6	32437207	32437707	0.4176	0.9067	0.0363	0.0463			
chr20	48359136	48359636	1.0						
chr9	133114791	133115291	1.0						
chrX	48785728	48786228	1.0						
chr17	975298	975798	1.0						
chr10	45380724	45381224	1.0						
chr12	112926421	112926921	1.0						
chr17	8944684	8945184	1.0						
chr6	89008178	89008678	0.9863	0.1651					
chr5	140595471	140595971	0.9956	0.0941					
chr17	47725652	47726152	1.0						
chr3	45464437	45464937	1.0						
chr12	124815163	124815663	1.0						
chr3	194491923	194492423	0.9984	0.0563					
chr1	8438839	8439339	0.9857	0.1581	0.0582				
chr6	31614272	31614772	0.9826	0.1856					
chr10	96716378	96716878	1.0						
chr13	74231075	74231575	1.0						
chr12	122947460	122947960	0.9961	0.0887					
chr17	79242849	79243349	0.9532	0.3022					
chr5	172768550	172769050	1.0						
chr8	75121993	75122493	1.0						
chr13	66794539	66795039	1.0						
chr3	186365069	186365569	0.9865	0.164					
chr10	21300456	21300956	0.9941	0.0717	0.0808				
chr17	41492375	41492875	0.9949	0.1008					
chr11	72680110	72680610	1.0						
chr1	16500452	16500952	1.0						
chr11	44680892	44681392	0.8184	0.5746					
chr4	108359267	108359767	1.0						
chr21	24046999	24047499	1.0						
chr4	140727877	140728377	0.9735	0.2287					
chr16	57537565	57538065	1.0						
chr16	83806010	83806510	0.9041	0.4273					
chr10	98444243	98444743	1.0						
chr9	90860730	90861230	0.9928	0.1194					
chr1	206050090	206050590	1.0						
chr13	89401146	89401646	1.0						
chr4	184813163	184813663	0.9924	0.1181	0.0352				
chr15	67783228	67783728	0.8763	0.4818					
chr16	1637448	1637948	1.0						
chr1	185408831	185409331	1.0						
chr2	175207989	175208489	1.0						
chr14	93151609	93152109	1.0						
chr19	14435026	14435526	0.945	0.327					
chr6	129233658	129234158	1.0						
chr7	139071670	139072170	1.0						
chr1	12376721	12377221	1.0						
chr7	5836153	5836653	0.9273	0.3743					
chr18	32773068	32773568	0.8267	0.5626					
chr3	72593978	72594478	1.0						
chr3	116038440	116038940	1.0						
chr19	16185686	16186186	1.0						
chr12	31721975	31722475	0.931	0.3649					
chr8	144074153	144074653	1.0						
chr11	3905025	3905525	1.0						
chr1	55151134	55151634	1.0						
chr9	4464823	4465323	1.0						
chr14	68392686	68393186	0.9988	0.0326	0.0366				
chr3	71486805	71487305	1.0						
chr6	149938736	149939236	1.0						
chr17	60305083	60305583	0.9919	0.1269					
chr8	92964622	92965122	1.0						
chr18	72867584	72868084	1.0						
chr8	52333166	52333666	1.0						
chr6	143539034	143539534	1.0						
chr19	42455566	42456066	1.0						
chr1	53367273	53367773	1.0						
chr11	78269830	78270330	1.0						
chr7	140656487	140656987	1.0						
chr1	32966782	32967282	1.0						
chr1	192940574	192941074	0.269	0.9631					
chr20	51541067	51541567	1.0						
chr3	170356645	170357145	0.9881	0.1541					
chr19	54850027	54850527	1.0						
chr1	116853861	116854361	1.0						
chr17	68213420	68213920	1.0						
chr4	329777	330277	0.8676	0.4973					
chr6	125918918	125919418	1.0						
chr2	86671569	86672069	1.0						
chr19	12665736	12666236	0.7749	0.632					
chr6	141482717	141483217	1.0						
chr16	56932843	56933343	0.9922	0.123	0.0218				
chr21	34018873	34019373	0.9636	0.2674					
chr16	11327433	11327933	0.9935	0.1141					
chr2	65031270	65031770	0.9969	0.079					
chr15	66842789	66843289	1.0						
chr11	16791485	16791985	1.0						
chr2	40148324	40148824	1.0						
chr4	184345541	184346041	1.0						
chr3	106067670	106068170	1.0						
chr14	77657214	77657714	0.9894	0.1452					
chr6	62298720	62299220	0.8745	0.4849					
chr6	45156024	45156524	1.0						
chr11	111845474	111845974	1.0						
chr1	239367375	239367875	1.0						
chr12	92461978	92462478	1.0						
chr3	48679678	48680178	0.755	0.6558					
chr2	73877337	73877837	0.9985	0.0334	0.0427				
chr8	134619931	134620431	1.0						
chr9	134325843	134326343	0.9957	0.0924					
chr6	88167144	88167644	0.8993	0.4373					
chr2	197131441	197131941	0.7999	0.6001					
chr19	43658735	43659235	1.0						
chr4	184444862	184445362	1.0						
chr1	246527321	246527821	1.0						
chr6	158655093	158655593	1.0						
chr6	2916319	2916819	1.0						
chr3	27719281	27719781	1.0						
chr6	33073445	33073945	0.9865	0.1638					
chr11	83557547	83558047	1.0						
chr21	14534548	14535048	1.0						
chr1	206824296	206824796	0.5185	0.8551					
chr14	33836133	33836633	1.0						
chr21	43810723	43811223	1.0						
chr6	30781895	30782395	0.9997	0.0258					
chr5	68331697	68332197	0.9961	0.0646	0.0607				
chr7	130114330	130114830	1.0						
chr15	101167987	101168487	1.0						
chr2	24886534	24887034	0.9795	0.1477	0.1372				
chr15	59369252	59369752	1.0						
chr17	50798754	50799254	1.0						
chr15	30990418	30990918	0.9909	0.1345					
chr17	7043736	7044236	0.8759	0.4824					
chr13	98484800	98485300	1.0						
chr19	48967481	48967981	0.9994	0.0237	0.0261				
chr17	21053544	21054044	1.0						
chr4	56764178	56764678	1.0						
chr12	108638365	108638865	1.0						
chr4	10587602	10588102	1.0						
chr2	86000165	86000665	1.0						
chr2	103139582	103140082	1.0						
chr6	108689336	108689836	1.0						
chr1	116571472	116571972	1.0						
chr3	122576124	122576624	0.8829	0.4696					
chr3	45117828	45118328	1.0						
chr19	51755550	51756050	1.0						
chr5	160080755	160081255	1.0						
chr3	30646393	30646893	0.9908	0.1352					
chr1	228826922	228827422	1.0						
chr6	56742416	56742916	0.9951	0.0993					
chr5	154118744	154119244	1.0						
chr14	71549533	71550033	1.0						
chr2	127295015	127295515	0.9228	0.3852					
chr1	206708010	206708510	1.0						
chr2	60796537	60797037	0.9977	0.0499	0.0465				
chr6	44263346	44263846	0.9952	0.0975					
chr3	70010336	70010836	1.0						
chr6	125957788	125958288	1.0						
chr7	107870607	107871107	1.0						
chr3	113985470	113985970	0.8817	0.4717					
chr1	70909361	70909861	1.0						
chr11	118695671	118696171	1.0						
chr2	16713082	16713582	1.0						
chr2	181998398	181998898	0.9638	0.2666					
chr2	68506114	68506614	1.0						
chr13	95509862	95510362	1.0						
chr17	75858646	75859146	0.4633	0.8759	0.0845	0.072	0.0763		
chr3	17087443	17087943	1.0						
chr7	47571236	47571736	0.9905	0.1373					
chr13	28401765	28402265	0.9754	0.2204					
chr10	132587959	132588459	0.9977	0.0443	0.0511				
chr8	20186936	20187436	0.999	0.0256	0.0379				
chr15	28127982	28128482	1.0						
chr12	51403793	51404293	0.9879	0.1553					
chr17	49224364	49224864	1.0						
chr11	64007055	64007555	0.9883	0.1528					
